country,nuts_3,cases,datetime
Scotland,Borders,110,2020-04-04T00:00:00
Scotland,Dumfries and Galloway,127,2020-04-04T00:00:00
Scotland,Fife,173,2020-04-04T00:00:00
Scotland,Grampian,177,2020-04-04T00:00:00
Scotland,Forth Valley,208,2020-04-04T00:00:00
Scotland,Ayrshire and Arran,254,2020-04-04T00:00:00
Scotland,Eileanan Siar (Western Isles),3,2020-04-04T00:00:00
Scotland,Orkney,4,2020-04-04T00:00:00
Scotland,Shetland,40,2020-04-04T00:00:00
Scotland,Tayside,410,2020-04-04T00:00:00
Scotland,Lanarkshire,427,2020-04-04T00:00:00
Scotland,Lothian,476,2020-04-04T00:00:00
Scotland,Highland,85,2020-04-04T00:00:00
Scotland,Greater Glasgow and Clyde,851,2020-04-04T00:00:00
