country,cases,intensive_care,datetime
Scotland,1087,,2020-06-13T00:00:00
Scotland,1288,,2020-06-13T00:00:00
Scotland,1686,,2020-06-13T00:00:00
Scotland,2031,,2020-06-13T00:00:00
Scotland,261,,2020-06-13T00:00:00
Scotland,2803,6,2020-06-13T00:00:00
Scotland,327,,2020-06-13T00:00:00
Scotland,341,,2020-06-13T00:00:00
Scotland,4004,,2020-06-13T00:00:00
Scotland,54,,2020-06-13T00:00:00
Scotland,6,,2020-06-13T00:00:00
Scotland,8,,2020-06-13T00:00:00
Scotland,884,,2020-06-13T00:00:00
Scotland,950,,2020-06-13T00:00:00
Scotland,,,2020-06-13T00:00:00
