country,nuts_3,cases,datetime
Scotland,Shetland,24,2020-03-27T00:00:00
Scotland,Borders,28,2020-03-27T00:00:00
Scotland,Highland,33,2020-03-27T00:00:00
Scotland,Fife,41,2020-03-27T00:00:00
Scotland,Grampian,45,2020-03-27T00:00:00
Scotland,Dumfries and Galloway,47,2020-03-27T00:00:00
Scotland,Ayrshire and Arran,75,2020-03-27T00:00:00
Scotland,Forth Valley,81,2020-03-27T00:00:00
Scotland,Tayside,107,2020-03-27T00:00:00
Scotland,Lothian,139,2020-03-27T00:00:00
Scotland,Lanarkshire,140,2020-03-27T00:00:00
Scotland,Greater Glasgow and Clyde,299,2020-03-27T00:00:00
