country,cases,intensive_care,datetime
Scotland,1015,,2020-05-23T00:00:00
Scotland,1223,,2020-05-23T00:00:00
Scotland,1645,,2020-05-23T00:00:00
Scotland,1922,6,2020-05-23T00:00:00
Scotland,257,,2020-05-23T00:00:00
Scotland,2649,10,2020-05-23T00:00:00
Scotland,322,,2020-05-23T00:00:00
Scotland,335,,2020-05-23T00:00:00
Scotland,3865,13,2020-05-23T00:00:00
Scotland,54,,2020-05-23T00:00:00
Scotland,6,,2020-05-23T00:00:00
Scotland,7,,2020-05-23T00:00:00
Scotland,826,,2020-05-23T00:00:00
Scotland,915,,2020-05-23T00:00:00
Scotland,,,2020-05-23T00:00:00
