country,nuts_3,cases,datetime
Scotland,Highland,6,2020-03-20T00:00:00
Scotland,Borders,9,2020-03-20T00:00:00
Scotland,Dumfries and Galloway,10,2020-03-20T00:00:00
Scotland,Fife,12,2020-03-20T00:00:00
Scotland,Ayrshire and Arran,16,2020-03-20T00:00:00
Scotland,Grampian,19,2020-03-20T00:00:00
Scotland,Forth Valley,23,2020-03-20T00:00:00
Scotland,Shetland,24,2020-03-20T00:00:00
Scotland,Tayside,31,2020-03-20T00:00:00
Scotland,Lothian,40,2020-03-20T00:00:00
Scotland,Lanarkshire,41,2020-03-20T00:00:00
Scotland,Greater Glasgow and Clyde,91,2020-03-20T00:00:00
