country,nuts_3,cases,datetime
Scotland,Shetland,27,2020-03-28T00:00:00
Scotland,Borders,35,2020-03-28T00:00:00
Scotland,Highland,36,2020-03-28T00:00:00
Scotland,Fife,51,2020-03-28T00:00:00
Scotland,Grampian,52,2020-03-28T00:00:00
Scotland,Dumfries and Galloway,60,2020-03-28T00:00:00
Scotland,Ayrshire and Arran,90,2020-03-28T00:00:00
Scotland,Forth Valley,95,2020-03-28T00:00:00
Scotland,Tayside,107,2020-03-28T00:00:00
Scotland,Lothian,151,2020-03-28T00:00:00
Scotland,Lanarkshire,165,2020-03-28T00:00:00
Scotland,Greater Glasgow and Clyde,376,2020-03-28T00:00:00
