country,cases,intensive_care,datetime
Scotland,1082,,2020-06-11T00:00:00
Scotland,1288,,2020-06-11T00:00:00
Scotland,1685,,2020-06-11T00:00:00
Scotland,2022,6,2020-06-11T00:00:00
Scotland,261,,2020-06-11T00:00:00
Scotland,2783,,2020-06-11T00:00:00
Scotland,327,,2020-06-11T00:00:00
Scotland,341,,2020-06-11T00:00:00
Scotland,3995,,2020-06-11T00:00:00
Scotland,54,,2020-06-11T00:00:00
Scotland,6,,2020-06-11T00:00:00
Scotland,8,,2020-06-11T00:00:00
Scotland,882,,2020-06-11T00:00:00
Scotland,948,,2020-06-11T00:00:00
Scotland,,,2020-06-11T00:00:00
