country,cases,intensive_care,datetime
Scotland,1076,,2020-07-04T00:00:00
Scotland,1256,,2020-07-04T00:00:00
Scotland,1425,,2020-07-04T00:00:00
Scotland,1771,,2020-07-04T00:00:00
Scotland,18287,19,2020-07-04T00:00:00
Scotland,2728,,2020-07-04T00:00:00
Scotland,293,,2020-07-04T00:00:00
Scotland,3156,11,2020-07-04T00:00:00
Scotland,345,,2020-07-04T00:00:00
Scotland,375,,2020-07-04T00:00:00
Scotland,4860,,2020-07-04T00:00:00
Scotland,54,,2020-07-04T00:00:00
Scotland,7,,2020-07-04T00:00:00
Scotland,9,,2020-07-04T00:00:00
Scotland,932,,2020-07-04T00:00:00
Scotland,,,2020-07-04T00:00:00
