country,cases,intensive_care,datetime
Scotland,1076,,2020-07-05T00:00:00
Scotland,1257,,2020-07-05T00:00:00
Scotland,1426,,2020-07-05T00:00:00
Scotland,1772,,2020-07-05T00:00:00
Scotland,18296,11,2020-07-05T00:00:00
Scotland,2730,,2020-07-05T00:00:00
Scotland,294,,2020-07-05T00:00:00
Scotland,3157,,2020-07-05T00:00:00
Scotland,345,,2020-07-05T00:00:00
Scotland,376,,2020-07-05T00:00:00
Scotland,4861,,2020-07-05T00:00:00
Scotland,54,,2020-07-05T00:00:00
Scotland,7,,2020-07-05T00:00:00
Scotland,9,,2020-07-05T00:00:00
Scotland,932,,2020-07-05T00:00:00
Scotland,,,2020-07-05T00:00:00
