country,cases,intensive_care,datetime
Scotland,1080,,2020-06-08T00:00:00
Scotland,1286,,2020-06-08T00:00:00
Scotland,1677,,2020-06-08T00:00:00
Scotland,2013,,2020-06-08T00:00:00
Scotland,261,,2020-06-08T00:00:00
Scotland,2774,6,2020-06-08T00:00:00
Scotland,326,,2020-06-08T00:00:00
Scotland,340,,2020-06-08T00:00:00
Scotland,3988,,2020-06-08T00:00:00
Scotland,54,,2020-06-08T00:00:00
Scotland,6,,2020-06-08T00:00:00
Scotland,8,,2020-06-08T00:00:00
Scotland,879,,2020-06-08T00:00:00
Scotland,947,,2020-06-08T00:00:00
Scotland,,,2020-06-08T00:00:00
