country,nuts_2,cases,datetime
FR,Saint-Barthélémy,3,2020-03-22T14:00:00
FR,Saint-Martin,6,2020-03-22T14:00:00
FR,Mayotte,14,2020-03-22T14:00:00
FR,Guyane,19,2020-03-22T14:00:00
FR,Martinique,44,2020-03-22T14:00:00
FR,Guadeloupe,58,2020-03-22T14:00:00
FR,La Réunion,64,2020-03-22T14:00:00
FR,Corse,183,2020-03-22T14:00:00
FR,Oversea,208,2020-03-22T14:00:00
FR,Pays de la Loire,270,2020-03-22T14:00:00
FR,Centre-Val de Loire,291,2020-03-22T14:00:00
FR,Bretagne,397,2020-03-22T14:00:00
FR,Normandie,462,2020-03-22T14:00:00
FR,Nouvelle-Aquitaine,612,2020-03-22T14:00:00
FR,Occitanie,671,2020-03-22T14:00:00
FR,Hauts-de-France,936,2020-03-22T14:00:00
FR,Bourgogne-Franche-Comté,1178,2020-03-22T14:00:00
FR,Provence-Alpes-Côte d’Azur,1372,2020-03-22T14:00:00
FR,Auvergne-Rhône-Alpes,1431,2020-03-22T14:00:00
FR,Grand Est,3395,2020-03-22T14:00:00
FR,Ile-de-France,5283,2020-03-22T14:00:00
FR,Metropolis,16481,2020-03-22T14:00:00
