country,nuts_2,cases,datetime
FR,Saint-Barthélémy,3,2020-03-25T04:00:00
FR,Saint-Martin,11,2020-03-25T04:00:00
FR,Guyane,28,2020-03-25T04:00:00
FR,Mayotte,35,2020-03-25T04:00:00
FR,Martinique,66,2020-03-25T04:00:00
FR,Guadeloupe,76,2020-03-25T04:00:00
FR,La Réunion,94,2020-03-25T04:00:00
FR,Corse,225,2020-03-25T04:00:00
FR,Oversea,313,2020-03-25T04:00:00
FR,Pays de la Loire,368,2020-03-25T04:00:00
FR,Centre-Val de Loire,561,2020-03-25T04:00:00
FR,Bretagne,603,2020-03-25T04:00:00
FR,Normandie,688,2020-03-25T04:00:00
FR,Nouvelle-Aquitaine,912,2020-03-25T04:00:00
FR,Occitanie,1082,2020-03-25T04:00:00
FR,Bourgogne-Franche-Comté,1569,2020-03-25T04:00:00
FR,Hauts-de-France,1753,2020-03-25T04:00:00
FR,Provence-Alpes-Côte d’Azur,1927,2020-03-25T04:00:00
FR,Auvergne-Rhône-Alpes,2093,2020-03-25T04:00:00
FR,Grand Est,5479,2020-03-25T04:00:00
FR,Ile-de-France,7660,2020-03-25T04:00:00
FR,Metropolis,24920,2020-03-25T04:00:00
