wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5559;1.45;75;21;54;11598;1013;134740;51086;6050;44712;324;t00;2021-10-19
dolnoœl¹skie;204;0.70;5;4;1;664;52;7284;3101;221;2873;7;t02;2021-10-19
kujawsko-pomorskie;203;0.98;2;0;2;539;33;3995;2371;218;2105;48;t04;2021-10-19
lubelskie;1249;5.94;15;4;11;2017;164;19932;5022;1339;3655;28;t06;2021-10-19
lubuskie;63;0.62;0;0;0;213;16;3068;1255;71;1176;8;t08;2021-10-19
³ódzkie;293;1.20;4;1;3;631;53;8448;3716;315;3374;27;t10;2021-10-19
ma³opolskie;260;0.76;6;5;1;619;58;6208;3349;284;3051;14;t12;2021-10-19
mazowieckie;1004;1.85;20;3;17;1875;229;31359;7907;1095;6743;69;t14;2021-10-19
opolskie;56;0.57;2;0;2;203;10;2414;975;61;914;0;t16;2021-10-19
podkarpackie;259;1.22;1;1;0;527;39;5034;2829;284;2540;5;t18;2021-10-19
podlaskie;587;4.99;3;0;3;893;80;11566;2287;633;1628;26;t20;2021-10-19
pomorskie;205;0.87;1;0;1;603;51;7467;2675;223;2437;15;t22;2021-10-19
œl¹skie;277;0.61;3;0;3;824;43;6589;4968;312;4636;20;t24;2021-10-19
œwiêtokrzyskie;94;0.76;2;0;2;169;17;1782;1520;112;1403;5;t26;2021-10-19
warmiñsko-mazurskie;179;1.26;1;0;1;455;25;4173;1785;198;1576;11;t28;2021-10-19
wielkopolskie;267;0.76;6;3;3;677;56;8533;3230;284;2927;19;t30;2021-10-19
zachodniopomorskie;329;1.94;4;0;4;670;75;6487;2721;362;2341;18;t32;2021-10-19
