wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;199;80;279;0.05;0.02;0.07;0;0;0;415;0;0;1330;282;1048;0;t00;2023-09-26
dolnoœl¹skie;13;3;16;0.04;0.01;0.06;0;0;0;27;0;0;86;16;70;0;t02;2023-09-26
kujawsko-pomorskie;7;2;9;0.03;0.01;0.04;0;0;0;20;0;0;43;9;34;0;t04;2023-09-26
lubelskie;12;4;16;0.06;0.02;0.08;0;0;0;26;0;0;42;16;26;0;t06;2023-09-26
lubuskie;2;3;5;0.02;0.03;0.05;0;0;0;8;0;0;11;5;6;0;t08;2023-09-26
³ódzkie;6;4;10;0.02;0.02;0.04;0;0;0;23;0;0;33;10;23;0;t10;2023-09-26
ma³opolskie;18;7;25;0.05;0.02;0.07;0;0;0;46;0;0;89;26;63;0;t12;2023-09-26
mazowieckie;52;20;72;0.10;0.04;0.13;0;0;0;87;0;0;451;72;379;0;t14;2023-09-26
opolskie;8;3;11;0.08;0.03;0.11;0;0;0;8;0;0;53;11;42;0;t16;2023-09-26
podkarpackie;7;2;9;0.03;0.01;0.04;0;0;0;22;0;0;57;9;48;0;t18;2023-09-26
podlaskie;14;5;19;0.12;0.04;0.16;0;0;0;21;0;0;40;20;20;0;t20;2023-09-26
pomorskie;17;4;21;0.07;0.02;0.09;0;0;0;28;0;0;164;22;142;0;t22;2023-09-26
œl¹skie;15;6;21;0.03;0.01;0.05;0;0;0;32;0;0;62;21;41;0;t24;2023-09-26
œwiêtokrzyskie;4;4;8;0.03;0.03;0.07;0;0;0;6;0;0;17;8;9;0;t26;2023-09-26
warmiñsko-mazurskie;1;2;3;0.01;0.01;0.02;0;0;0;15;0;0;22;3;19;0;t28;2023-09-26
wielkopolskie;10;3;13;0.03;0.01;0.04;0;0;0;16;0;0;39;13;26;0;t30;2023-09-26
zachodniopomorskie;10;7;17;0.06;0.04;0.10;0;0;0;30;0;0;68;17;51;0;t32;2023-09-26
