wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;61;24;85;0.02;0.01;0.02;1;1;0;318;0;0;2990;111;2874;5;t00;2023-05-29
dolnoœl¹skie;3;1;4;0.01;0.00;0.01;0;0;0;11;0;0;84;4;80;0;t02;2023-05-29
kujawsko-pomorskie;2;3;5;0.01;0.01;0.02;0;0;0;29;0;0;167;5;162;0;t04;2023-05-29
lubelskie;4;1;5;0.02;0.00;0.02;0;0;0;21;0;0;464;8;456;0;t06;2023-05-29
lubuskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;46;1;45;0;t08;2023-05-29
³ódzkie;6;1;7;0.02;0.00;0.03;0;0;0;19;0;0;98;8;90;0;t10;2023-05-29
ma³opolskie;6;2;8;0.02;0.01;0.02;0;0;0;38;0;0;187;10;177;0;t12;2023-05-29
mazowieckie;10;4;14;0.02;0.01;0.03;0;0;0;33;0;0;543;16;526;1;t14;2023-05-29
opolskie;0;1;1;0;0.01;0.01;0;0;0;2;0;0;171;1;170;0;t16;2023-05-29
podkarpackie;1;1;2;0.00;0.00;0.01;1;1;0;14;0;0;181;3;178;0;t18;2023-05-29
podlaskie;1;1;2;0.01;0.01;0.02;0;0;0;18;0;0;100;4;96;0;t20;2023-05-29
pomorskie;3;3;6;0.01;0.01;0.03;0;0;0;23;0;0;120;6;113;1;t22;2023-05-29
œl¹skie;7;0;7;0.02;0;0.02;0;0;0;47;0;0;195;10;183;2;t24;2023-05-29
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;1;0;0;52;1;51;0;t26;2023-05-29
warmiñsko-mazurskie;3;2;5;0.02;0.01;0.04;0;0;0;21;0;0;166;7;159;0;t28;2023-05-29
wielkopolskie;6;1;7;0.02;0.00;0.02;0;0;0;10;0;0;134;15;118;1;t30;2023-05-29
zachodniopomorskie;7;2;9;0.04;0.01;0.05;0;0;0;29;0;0;111;10;101;0;t32;2023-05-29
