wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;117;29;146;0.03;0.01;0.04;1;0;1;317;0;0;3529;172;3348;9;t00;2023-05-10
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;9;0;0;91;6;85;0;t02;2023-05-10
kujawsko-pomorskie;6;2;8;0.03;0.01;0.04;0;0;0;27;0;0;150;9;140;1;t04;2023-05-10
lubelskie;10;2;12;0.05;0.01;0.06;0;0;0;20;0;0;343;12;331;0;t06;2023-05-10
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;6;0;0;88;4;84;0;t08;2023-05-10
³ódzkie;8;1;9;0.03;0.00;0.04;0;0;0;27;0;0;160;12;147;1;t10;2023-05-10
ma³opolskie;6;2;8;0.02;0.01;0.02;0;0;0;30;0;0;193;8;185;0;t12;2023-05-10
mazowieckie;15;2;17;0.03;0.00;0.03;0;0;0;47;0;0;613;19;591;3;t14;2023-05-10
opolskie;2;1;3;0.02;0.01;0.03;0;0;0;3;0;0;172;3;168;1;t16;2023-05-10
podkarpackie;9;2;11;0.04;0.01;0.05;0;0;0;12;0;0;215;14;201;0;t18;2023-05-10
podlaskie;10;4;14;0.08;0.03;0.12;1;0;1;18;0;0;104;14;89;1;t20;2023-05-10
pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;14;0;0;186;8;178;0;t22;2023-05-10
œl¹skie;11;2;13;0.02;0.00;0.03;0;0;0;31;0;0;323;15;307;1;t24;2023-05-10
œwiêtokrzyskie;4;3;7;0.03;0.02;0.06;0;0;0;8;0;0;88;8;80;0;t26;2023-05-10
warmiñsko-mazurskie;4;4;8;0.03;0.03;0.06;0;0;0;23;0;0;306;10;296;0;t28;2023-05-10
wielkopolskie;8;1;9;0.02;0.00;0.03;0;0;0;8;0;0;134;11;123;0;t30;2023-05-10
zachodniopomorskie;12;0;12;0.07;0;0.07;0;0;0;33;0;0;183;15;168;0;t32;2023-05-10
