wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;11;16;27;0.00;0.00;0.01;0;0;0;273;0;0;1111;27;1084;0;t00;2024-04-05
dolnoœl¹skie;0;1;1;0;0.00;0.00;0;0;0;31;0;0;43;1;42;0;t02;2024-04-05
kujawsko-pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;11;0;0;46;3;43;0;t04;2024-04-05
lubelskie;0;4;4;0;0.02;0.02;0;0;0;26;0;0;87;4;83;0;t06;2024-04-05
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t08;2024-04-05
³ódzkie;0;0;0;0;0;0;0;0;0;12;0;0;42;0;42;0;t10;2024-04-05
ma³opolskie;0;0;0;0;0;0;0;0;0;26;0;0;55;0;55;0;t12;2024-04-05
mazowieckie;1;5;6;0.00;0.01;0.01;0;0;0;27;0;0;377;6;371;0;t14;2024-04-05
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;21;1;20;0;t16;2024-04-05
podkarpackie;0;1;1;0;0.00;0.00;0;0;0;21;0;0;47;1;46;0;t18;2024-04-05
podlaskie;2;1;3;0.02;0.01;0.03;0;0;0;20;0;0;55;3;52;0;t20;2024-04-05
pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;14;0;0;58;4;54;0;t22;2024-04-05
œl¹skie;1;0;1;0.00;0;0.00;0;0;0;45;0;0;97;1;96;0;t24;2024-04-05
œwiêtokrzyskie;1;1;2;0.01;0.01;0.02;0;0;0;8;0;0;12;2;10;0;t26;2024-04-05
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;10;0;0;30;0;30;0;t28;2024-04-05
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;10;0;0;43;1;42;0;t30;2024-04-05
zachodniopomorskie;0;0;0;0;0;0;0;0;0;12;0;0;53;0;53;0;t32;2024-04-05
