wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3106;734;3840;0.81;0.19;1.00;34;8;26;3795;0;0;12723;4127;8562;34;t00;2022-08-30
dolnoœl¹skie;187;39;226;0.65;0.13;0.78;5;2;3;207;0;0;573;236;337;0;t02;2022-08-30
kujawsko-pomorskie;164;49;213;0.79;0.24;1.03;1;0;1;216;0;0;562;227;332;3;t04;2022-08-30
lubelskie;170;43;213;0.81;0.20;1.01;2;0;2;233;0;0;821;246;571;4;t06;2022-08-30
lubuskie;73;19;92;0.72;0.19;0.91;0;0;0;87;0;0;245;99;146;0;t08;2022-08-30
³ódzkie;204;37;241;0.83;0.15;0.98;3;2;1;272;0;0;659;271;384;4;t10;2022-08-30
ma³opolskie;269;50;319;0.79;0.15;0.93;2;0;2;357;0;0;958;337;618;3;t12;2022-08-30
mazowieckie;484;119;603;0.89;0.22;1.11;6;1;5;532;0;0;3045;650;2392;3;t14;2022-08-30
opolskie;73;28;101;0.74;0.29;1.03;1;0;1;88;0;0;315;106;208;1;t16;2022-08-30
podkarpackie;186;38;224;0.87;0.18;1.05;2;0;2;156;0;0;543;237;305;1;t18;2022-08-30
podlaskie;104;37;141;0.88;0.31;1.20;2;0;2;193;0;0;468;158;309;1;t20;2022-08-30
pomorskie;134;40;174;0.57;0.17;0.74;0;0;0;191;0;0;507;178;323;6;t22;2022-08-30
œl¹skie;397;90;487;0.88;0.20;1.08;2;1;1;549;0;0;1273;510;759;4;t24;2022-08-30
œwiêtokrzyskie;113;19;132;0.92;0.15;1.07;2;2;0;160;0;0;420;153;267;0;t26;2022-08-30
warmiñsko-mazurskie;117;26;143;0.82;0.18;1.01;0;0;0;139;0;0;606;153;453;0;t28;2022-08-30
wielkopolskie;273;62;335;0.78;0.18;0.96;4;0;4;275;0;0;879;348;529;2;t30;2022-08-30
zachodniopomorskie;109;37;146;0.64;0.22;0.86;1;0;1;131;0;0;400;156;243;1;t32;2022-08-30
