wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;138;0.04;3;1;2;1655;94;81796;39143;173;38890;80;t00;2021-07-27
dolnoœl¹skie;6;0.02;0;0;0;141;6;7461;2472;9;2450;13;t02;2021-07-27
kujawsko-pomorskie;3;0.01;0;0;0;66;4;2483;1589;3;1584;2;t04;2021-07-27
lubelskie;10;0.05;1;0;1;106;10;3967;1831;10;1818;3;t06;2021-07-27
lubuskie;4;0.04;1;1;0;35;1;1866;915;5;909;1;t08;2021-07-27
³ódzkie;3;0.01;1;0;1;243;5;6808;2690;5;2679;6;t10;2021-07-27
ma³opolskie;20;0.06;0;0;0;122;13;5414;3033;24;2999;10;t12;2021-07-27
mazowieckie;18;0.03;0;0;0;248;21;22908;5420;22;5389;9;t14;2021-07-27
opolskie;1;0.01;0;0;0;22;0;1830;821;3;818;0;t16;2021-07-27
podkarpackie;6;0.03;0;0;0;84;2;3050;2205;8;2197;0;t18;2021-07-27
podlaskie;5;0.04;0;0;0;43;4;2435;984;7;975;2;t20;2021-07-27
pomorskie;13;0.06;0;0;0;97;5;4157;2279;14;2259;6;t22;2021-07-27
œl¹skie;20;0.04;0;0;0;188;7;6433;4703;25;4671;7;t24;2021-07-27
œwiêtokrzyskie;1;0.01;0;0;0;30;0;1717;1289;2;1285;2;t26;2021-07-27
warmiñsko-mazurskie;7;0.05;0;0;0;50;0;1621;1209;11;1196;2;t28;2021-07-27
wielkopolskie;9;0.03;0;0;0;111;12;6744;2508;12;2490;6;t30;2021-07-27
zachodniopomorskie;6;0.04;0;0;0;68;2;2875;1703;7;1687;9;t32;2021-07-27
