wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;472;73;545;0.12;0.02;0.14;4;1;3;570;5;0;4474;584;3882;8;t00;2022-06-28
dolnoœl¹skie;25;3;28;0.09;0.01;0.10;0;0;0;32;0;0;164;28;136;0;t02;2022-06-28
kujawsko-pomorskie;26;3;29;0.13;0.01;0.14;0;0;0;33;0;0;133;30;103;0;t04;2022-06-28
lubelskie;25;9;34;0.12;0.04;0.16;0;0;0;37;0;0;346;40;306;0;t06;2022-06-28
lubuskie;16;2;18;0.16;0.02;0.18;0;0;0;11;0;0;92;18;74;0;t08;2022-06-28
³ódzkie;17;4;21;0.07;0.02;0.09;0;0;0;38;0;0;170;23;146;1;t10;2022-06-28
ma³opolskie;53;3;56;0.16;0.01;0.16;0;0;0;52;3;0;320;60;260;0;t12;2022-06-28
mazowieckie;108;15;123;0.20;0.03;0.23;1;1;0;119;0;0;1037;134;900;3;t14;2022-06-28
opolskie;11;3;14;0.11;0.03;0.14;0;0;0;15;0;0;155;15;139;1;t16;2022-06-28
podkarpackie;10;1;11;0.05;0.00;0.05;0;0;0;11;2;0;146;12;134;0;t18;2022-06-28
podlaskie;9;2;11;0.08;0.02;0.09;0;0;0;18;0;0;106;11;95;0;t20;2022-06-28
pomorskie;28;6;34;0.12;0.03;0.14;1;0;1;43;0;0;198;35;162;1;t22;2022-06-28
œl¹skie;57;11;68;0.13;0.02;0.15;2;0;2;64;0;0;370;70;300;0;t24;2022-06-28
œwiêtokrzyskie;13;1;14;0.11;0.01;0.11;0;0;0;19;0;0;211;16;195;0;t26;2022-06-28
warmiñsko-mazurskie;9;1;10;0.06;0.01;0.07;0;0;0;13;0;0;224;11;213;0;t28;2022-06-28
wielkopolskie;28;5;33;0.08;0.01;0.09;0;0;0;34;0;0;273;34;239;0;t30;2022-06-28
zachodniopomorskie;15;3;18;0.09;0.02;0.11;0;0;0;31;0;0;126;22;103;1;t32;2022-06-28
