wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;385;134;519;0.10;0.03;0.14;5;4;1;1420;0;0;3888;540;3347;1;t00;2024-01-25
dolnoœl¹skie;26;9;35;0.09;0.03;0.12;0;0;0;44;0;0;173;37;136;0;t02;2024-01-25
kujawsko-pomorskie;24;13;37;0.12;0.06;0.18;0;0;0;81;0;0;296;38;258;0;t04;2024-01-25
lubelskie;39;19;58;0.19;0.09;0.28;0;0;0;122;0;0;267;65;202;0;t06;2024-01-25
lubuskie;10;2;12;0.10;0.02;0.12;1;1;0;37;0;0;108;12;96;0;t08;2024-01-25
³ódzkie;21;3;24;0.09;0.01;0.10;1;1;0;107;0;0;180;24;156;0;t10;2024-01-25
ma³opolskie;34;14;48;0.10;0.04;0.14;0;0;0;133;0;0;288;48;240;0;t12;2024-01-25
mazowieckie;40;13;53;0.07;0.02;0.10;1;1;0;133;0;0;639;57;581;1;t14;2024-01-25
opolskie;6;3;9;0.06;0.03;0.09;0;0;0;10;0;0;83;11;72;0;t16;2024-01-25
podkarpackie;48;9;57;0.23;0.04;0.27;0;0;0;152;0;0;286;59;227;0;t18;2024-01-25
podlaskie;20;11;31;0.17;0.09;0.26;1;1;0;71;0;0;154;33;121;0;t20;2024-01-25
pomorskie;15;4;19;0.06;0.02;0.08;1;0;1;64;0;0;187;19;168;0;t22;2024-01-25
œl¹skie;42;12;54;0.09;0.03;0.12;0;0;0;239;0;0;519;54;465;0;t24;2024-01-25
œwiêtokrzyskie;15;1;16;0.12;0.01;0.13;0;0;0;31;0;0;101;16;85;0;t26;2024-01-25
warmiñsko-mazurskie;6;4;10;0.04;0.03;0.07;0;0;0;43;0;0;144;10;134;0;t28;2024-01-25
wielkopolskie;27;12;39;0.08;0.03;0.11;0;0;0;93;0;0;207;39;168;0;t30;2024-01-25
zachodniopomorskie;9;3;12;0.05;0.02;0.07;0;0;0;59;0;0;141;12;129;0;t32;2024-01-25
