wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;53420;13.93;276;62;214;63154;12277;909567;173487;62314;107621;3552;t00;2022-01-25
dolnoœl¹skie;4423;15.26;19;9;10;5149;1027;85158;13234;5107;7815;312;t02;2022-01-25
kujawsko-pomorskie;2204;10.65;12;2;10;2625;359;15980;7599;2616;4871;112;t04;2022-01-25
lubelskie;3001;14.27;12;4;8;3997;402;53727;9957;3402;6461;94;t06;2022-01-25
lubuskie;649;6.42;8;5;3;1152;169;8624;2752;766;1948;38;t08;2022-01-25
³ódzkie;3499;14.29;20;3;17;4245;688;65842;11850;4147;7553;150;t10;2022-01-25
ma³opolskie;4557;13.35;28;11;17;4072;1706;40270;13057;5232;7518;307;t12;2022-01-25
mazowieckie;8524;15.70;21;4;17;8924;2534;183297;29478;9784;18884;810;t14;2022-01-25
opolskie;1219;12.43;11;0;11;1765;315;27745;3803;1449;2295;59;t16;2022-01-25
podkarpackie;2785;13.10;20;3;17;3218;700;58779;8847;3275;5498;74;t18;2022-01-25
podlaskie;1259;10.70;9;0;9;1485;146;18861;3850;1500;2289;61;t20;2022-01-25
pomorskie;3722;15.86;8;1;7;4851;867;85252;11584;4385;6768;431;t22;2022-01-25
œl¹skie;8042;17.84;41;2;39;9901;1610;153174;22656;9447;12643;566;t24;2022-01-25
œwiêtokrzyskie;984;8.00;15;1;14;1212;212;8594;3887;1146;2660;81;t26;2022-01-25
warmiñsko-mazurskie;1579;11.12;9;8;1;2206;302;25188;6138;1945;4116;77;t28;2022-01-25
wielkopolskie;4583;13.09;25;8;17;4877;774;35035;14270;5352;8711;207;t30;2022-01-25
zachodniopomorskie;2120;12.52;18;1;17;3377;426;43862;8045;2473;5427;145;t32;2022-01-25
