wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2674;987;3661;0.70;0.26;0.95;29;10;19;3326;0;0;11249;3926;7294;29;t00;2023-03-15
dolnoœl¹skie;145;43;188;0.50;0.15;0.65;1;0;1;132;0;0;509;193;315;1;t02;2023-03-15
kujawsko-pomorskie;208;100;308;1.01;0.48;1.49;2;1;1;314;0;0;836;318;515;3;t04;2023-03-15
lubelskie;188;70;258;0.89;0.33;1.23;3;1;2;202;0;0;932;280;650;2;t06;2023-03-15
lubuskie;54;11;65;0.53;0.11;0.64;0;0;0;57;0;0;223;72;151;0;t08;2023-03-15
³ódzkie;148;51;199;0.60;0.21;0.81;3;0;3;265;0;0;624;207;415;2;t10;2023-03-15
ma³opolskie;230;78;308;0.67;0.23;0.90;0;0;0;285;0;0;804;317;485;2;t12;2023-03-15
mazowieckie;417;147;564;0.77;0.27;1.04;4;0;4;431;0;0;1651;602;1046;3;t14;2023-03-15
opolskie;61;19;80;0.62;0.19;0.82;2;0;2;59;0;0;357;86;271;0;t16;2023-03-15
podkarpackie;112;27;139;0.53;0.13;0.65;4;4;0;182;0;0;534;147;385;2;t18;2023-03-15
podlaskie;84;38;122;0.71;0.32;1.04;0;0;0;127;0;0;386;139;245;2;t20;2023-03-15
pomorskie;133;54;187;0.57;0.23;0.80;0;0;0;216;0;0;601;203;397;1;t22;2023-03-15
œl¹skie;302;127;429;0.67;0.28;0.95;0;0;0;386;0;0;1281;467;812;2;t24;2023-03-15
œwiêtokrzyskie;95;17;112;0.77;0.14;0.91;1;0;1;78;0;0;278;120;158;0;t26;2023-03-15
warmiñsko-mazurskie;115;59;174;0.81;0.42;1.22;4;3;1;164;0;0;544;210;333;1;t28;2023-03-15
wielkopolskie;234;84;318;0.67;0.24;0.91;3;1;2;247;0;0;692;332;358;2;t30;2023-03-15
zachodniopomorskie;124;57;181;0.73;0.34;1.07;2;0;2;178;0;0;618;188;426;4;t32;2023-03-15
