wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3205;647;3852;0.84;0.17;1.00;40;15;25;3705;0;0;11501;4130;7341;30;t00;2022-08-25
dolnoœl¹skie;192;35;227;0.66;0.12;0.78;2;0;2;180;0;0;592;237;351;4;t02;2022-08-25
kujawsko-pomorskie;152;33;185;0.73;0.16;0.89;3;1;2;171;0;0;439;193;245;1;t04;2022-08-25
lubelskie;214;48;262;1.02;0.23;1.25;1;0;1;238;0;0;868;288;579;1;t06;2022-08-25
lubuskie;45;9;54;0.45;0.09;0.53;1;1;0;69;0;0;196;60;136;0;t08;2022-08-25
³ódzkie;218;40;258;0.89;0.16;1.05;2;1;1;281;0;0;665;270;394;1;t10;2022-08-25
ma³opolskie;310;62;372;0.91;0.18;1.09;4;2;2;385;0;0;1064;394;668;2;t12;2022-08-25
mazowieckie;481;106;587;0.89;0.20;1.08;6;2;4;575;0;0;1988;633;1352;3;t14;2022-08-25
opolskie;73;20;93;0.74;0.20;0.95;2;0;2;72;0;0;297;103;194;0;t16;2022-08-25
podkarpackie;176;38;214;0.83;0.18;1.01;5;0;5;177;0;0;562;223;337;2;t18;2022-08-25
podlaskie;106;26;132;0.90;0.22;1.12;0;0;0;136;0;0;368;147;219;2;t20;2022-08-25
pomorskie;158;40;198;0.67;0.17;0.84;5;3;2;211;0;0;580;214;363;3;t22;2022-08-25
œl¹skie;409;72;481;0.91;0.16;1.07;3;0;3;520;0;0;1306;509;792;5;t24;2022-08-25
œwiêtokrzyskie;122;17;139;0.99;0.14;1.13;4;4;0;135;0;0;436;150;285;1;t26;2022-08-25
warmiñsko-mazurskie;134;23;157;0.94;0.16;1.11;1;1;0;132;0;0;496;171;323;2;t28;2022-08-25
wielkopolskie;248;44;292;0.71;0.13;0.83;1;0;1;264;0;0;845;306;537;2;t30;2022-08-25
zachodniopomorskie;121;34;155;0.71;0.20;0.92;0;0;0;155;0;0;448;174;273;1;t32;2022-08-25
