wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6;3;9;0.00;0.00;0.00;0;0;0;1;0;0;933;9;922;2;t00;2023-06-08
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22;0;t02;2023-06-08
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t04;2023-06-08
lubelskie;0;1;1;0;0.00;0.00;0;0;0;0;0;0;156;1;155;0;t06;2023-06-08
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t08;2023-06-08
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;t10;2023-06-08
ma³opolskie;0;0;0;0;0;0;0;0;0;0;0;0;34;0;34;0;t12;2023-06-08
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;353;4;349;0;t14;2023-06-08
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;53;0;53;0;t16;2023-06-08
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;t18;2023-06-08
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;t20;2023-06-08
pomorskie;0;1;1;0;0.00;0.00;0;0;0;0;0;0;20;1;19;0;t22;2023-06-08
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;71;0;71;0;t24;2023-06-08
œwiêtokrzyskie;0;1;1;0;0.01;0.01;0;0;0;0;0;0;25;1;24;0;t26;2023-06-08
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;9;1;t28;2023-06-08
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;1;0;0;23;2;21;0;t30;2023-06-08
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;24;0;23;1;t32;2023-06-08
