wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28487;7.43;768;212;556;34971;32283;439436;107306;30177;74963;2166;t00;2021-04-08
dolnoœl¹skie;2872;9.91;38;20;18;2855;2697;38955;8598;3029;5443;126;t02;2021-04-08
kujawsko-pomorskie;1442;6.97;34;2;32;1980;1635;19971;5213;1595;3474;144;t04;2021-04-08
lubelskie;1065;5.06;56;17;39;1764;982;16510;4813;1125;3621;67;t06;2021-04-08
lubuskie;716;7.09;21;13;8;848;707;11062;2886;767;2096;23;t08;2021-04-08
³ódzkie;2139;8.74;52;7;45;2416;1876;27863;7485;2225;5184;76;t10;2021-04-08
ma³opolskie;2219;6.50;71;37;34;2694;2769;38730;7618;2350;5016;252;t12;2021-04-08
mazowieckie;3676;6.77;88;22;66;4273;5047;70297;15120;3980;10707;433;t14;2021-04-08
opolskie;717;7.31;22;3;19;737;548;9525;2638;745;1866;27;t16;2021-04-08
podkarpackie;1078;5.07;51;4;47;1406;1281;21169;4157;1160;2947;50;t18;2021-04-08
podlaskie;556;4.73;18;0;18;777;645;7699;2286;588;1675;23;t20;2021-04-08
pomorskie;1323;5.64;47;3;44;1706;1719;24709;5969;1382;4448;139;t22;2021-04-08
œl¹skie;4686;10.39;122;35;87;5711;5701;65471;14347;4943;9010;394;t24;2021-04-08
œwiêtokrzyskie;712;5.79;30;7;23;1037;932;12545;2754;767;1849;138;t26;2021-04-08
warmiñsko-mazurskie;734;5.17;11;1;10;1217;913;11269;3381;780;2574;27;t28;2021-04-08
wielkopolskie;3285;9.38;82;41;41;3975;3644;48424;9970;3387;6457;126;t30;2021-04-08
zachodniopomorskie;999;5.90;25;0;25;1556;1083;15187;4432;1066;3277;89;t32;2021-04-08
