wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12965;3.38;31;7;24;570;10473;410504;49375;13870;34738;767;t00;2021-11-11
dolnoœl¹skie;828;2.86;0;0;0;21;599;22676;2824;870;1921;33;t02;2021-11-11
kujawsko-pomorskie;507;2.45;2;1;1;27;457;17728;2121;546;1507;68;t04;2021-11-11
lubelskie;777;3.69;0;0;0;64;1757;32078;2541;838;1676;27;t06;2021-11-11
lubuskie;241;2.39;0;0;0;8;189;10062;1076;268;789;19;t08;2021-11-11
³ódzkie;656;2.68;1;0;1;36;672;26526;2967;731;2219;17;t10;2021-11-11
ma³opolskie;989;2.90;0;0;0;8;567;23689;3986;1057;2875;54;t12;2021-11-11
mazowieckie;3082;5.68;15;4;11;105;2151;94530;10304;3312;6780;212;t14;2021-11-11
opolskie;316;3.22;0;0;0;4;162;8000;1070;329;731;10;t16;2021-11-11
podkarpackie;636;2.99;3;0;3;18;504;17312;2429;694;1725;10;t18;2021-11-11
podlaskie;512;4.35;5;1;4;11;666;19728;1484;558;900;26;t20;2021-11-11
pomorskie;643;2.74;0;0;0;16;646;29369;2707;690;1970;47;t22;2021-11-11
œl¹skie;1432;3.18;0;0;0;28;512;29807;5500;1501;3902;97;t24;2021-11-11
œwiêtokrzyskie;228;1.85;0;0;0;9;209;6972;1222;249;961;12;t26;2021-11-11
warmiñsko-mazurskie;269;1.89;0;0;0;2;430;18148;1084;282;793;9;t28;2021-11-11
wielkopolskie;925;2.64;0;0;0;31;465;32984;3707;968;2672;67;t30;2021-11-11
zachodniopomorskie;777;4.59;5;1;4;180;428;20849;2722;822;1853;47;t32;2021-11-11
