wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12;10;22;0.00;0.00;0.01;0;0;0;97;0;0;650;22;628;0;t00;2024-05-15
dolnoœl¹skie;0;1;1;0;0.00;0.00;0;0;0;10;0;0;27;1;26;0;t02;2024-05-15
kujawsko-pomorskie;1;1;2;0.00;0.00;0.01;0;0;0;3;0;0;30;2;28;0;t04;2024-05-15
lubelskie;0;2;2;0;0.01;0.01;0;0;0;6;0;0;20;2;18;0;t06;2024-05-15
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t08;2024-05-15
³ódzkie;0;0;0;0;0;0;0;0;0;3;0;0;7;0;7;0;t10;2024-05-15
ma³opolskie;0;1;1;0;0.00;0.00;0;0;0;8;0;0;15;1;14;0;t12;2024-05-15
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;15;0;0;334;4;330;0;t14;2024-05-15
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;t16;2024-05-15
podkarpackie;1;1;2;0.00;0.00;0.01;0;0;0;8;0;0;16;2;14;0;t18;2024-05-15
podlaskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;12;1;11;0;t20;2024-05-15
pomorskie;0;2;2;0;0.01;0.01;0;0;0;13;0;0;30;2;28;0;t22;2024-05-15
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;13;0;0;37;4;33;0;t24;2024-05-15
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;t26;2024-05-15
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;5;0;0;25;0;25;0;t28;2024-05-15
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;3;0;0;21;2;19;0;t30;2024-05-15
zachodniopomorskie;0;0;0;0;0;0;0;0;0;6;0;0;21;0;21;0;t32;2024-05-15
