wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13;0;13;0.00;0.00;0.00;0;0;0;3;0;0;987;15;968;4;t00;2023-06-03
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;t02;2023-06-03
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;t04;2023-06-03
lubelskie;0;0;0;0;0;0;0;0;0;0;0;0;127;0;127;0;t06;2023-06-03
lubuskie;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;t08;2023-06-03
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;37;2;35;0;t10;2023-06-03
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;40;1;39;0;t12;2023-06-03
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;362;4;357;1;t14;2023-06-03
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;49;2;46;1;t16;2023-06-03
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;t18;2023-06-03
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;0;t20;2023-06-03
pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;28;0;28;0;t22;2023-06-03
œl¹skie;2;0;2;0.00;0;0.00;0;0;0;0;0;0;72;2;69;1;t24;2023-06-03
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;20;0;19;1;t26;2023-06-03
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;34;2;32;0;t28;2023-06-03
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;33;0;33;0;t30;2023-06-03
zachodniopomorskie;0;0;0;0;0;0;0;0;0;2;0;0;19;0;19;0;t32;2023-06-03
