wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6768;812;7580;1.76;0.21;1.98;10;1;9;551;5947;57992;48952;8157;40135;660;t00;2022-03-12
dolnoœl¹skie;482;51;533;1.66;0.18;1.84;0;0;0;17;418;4341;2677;563;2062;52;t02;2022-03-12
kujawsko-pomorskie;511;70;581;2.47;0.34;2.81;1;0;1;53;643;4537;2712;618;2027;67;t04;2022-03-12
lubelskie;430;54;484;2.04;0.26;2.30;0;0;0;63;262;3071;2714;512;2183;19;t06;2022-03-12
lubuskie;259;35;294;2.56;0.35;2.91;0;0;0;9;283;2284;1339;321;995;23;t08;2022-03-12
³ódzkie;325;40;365;1.33;0.16;1.49;1;0;1;26;294;2744;2983;405;2559;19;t10;2022-03-12
ma³opolskie;441;42;483;1.29;0.12;1.41;1;0;1;10;343;3624;3385;515;2841;29;t12;2022-03-12
mazowieckie;1309;127;1436;2.41;0.23;2.65;2;1;1;102;1146;11249;9651;1571;7862;218;t14;2022-03-12
opolskie;122;12;134;1.24;0.12;1.37;0;0;0;23;91;1159;951;141;804;6;t16;2022-03-12
podkarpackie;95;7;102;0.45;0.03;0.48;0;0;0;8;63;1065;1854;119;1731;4;t18;2022-03-12
podlaskie;103;11;114;0.88;0.09;0.97;0;0;0;25;104;1442;954;127;821;6;t20;2022-03-12
pomorskie;549;76;625;2.34;0.32;2.66;0;0;0;14;401;3532;3736;668;3016;52;t22;2022-03-12
œl¹skie;442;62;504;0.98;0.14;1.12;0;0;0;40;358;3785;4504;541;3921;42;t24;2022-03-12
œwiêtokrzyskie;130;19;149;1.06;0.15;1.21;0;0;0;12;130;1551;1360;158;1172;30;t26;2022-03-12
warmiñsko-mazurskie;236;31;267;1.66;0.22;1.88;0;0;0;7;257;2282;1384;289;1087;8;t28;2022-03-12
wielkopolskie;787;115;902;2.25;0.33;2.58;0;0;0;36;705;6944;4150;949;3156;45;t30;2022-03-12
zachodniopomorskie;467;58;525;2.76;0.34;3.10;5;0;5;105;414;3809;2694;572;2090;32;t32;2022-03-12
