wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1706;185;1891;0.44;0.05;0.49;50;12;38;3895;123;18;24169;2325;21733;111;t00;2022-04-04
dolnoœl¹skie;165;11;176;0.57;0.04;0.61;2;1;1;298;5;0;2447;258;2178;11;t02;2022-04-04
kujawsko-pomorskie;65;14;79;0.31;0.07;0.38;2;0;2;265;5;3;1207;100;1101;6;t04;2022-04-04
lubelskie;138;14;152;0.66;0.07;0.72;2;0;2;237;5;2;1583;179;1398;6;t06;2022-04-04
lubuskie;53;6;59;0.52;0.06;0.58;1;0;1;87;0;0;552;65;486;1;t08;2022-04-04
³ódzkie;108;8;116;0.44;0.03;0.47;1;0;1;236;26;0;1492;140;1344;8;t10;2022-04-04
ma³opolskie;120;19;139;0.35;0.06;0.41;3;0;3;354;12;1;1738;167;1564;7;t12;2022-04-04
mazowieckie;326;37;363;0.60;0.07;0.67;8;1;7;685;14;5;4071;450;3594;27;t14;2022-04-04
opolskie;39;2;41;0.40;0.02;0.42;0;0;0;78;2;1;494;54;436;4;t16;2022-04-04
podkarpackie;49;2;51;0.23;0.01;0.24;3;0;3;86;13;0;964;56;906;2;t18;2022-04-04
podlaskie;53;9;62;0.45;0.08;0.53;1;0;1;123;3;1;605;66;537;2;t20;2022-04-04
pomorskie;104;10;114;0.44;0.04;0.49;0;0;0;281;0;2;1511;128;1375;8;t22;2022-04-04
œl¹skie;140;14;154;0.31;0.03;0.34;8;4;4;333;10;2;1855;205;1636;14;t24;2022-04-04
œwiêtokrzyskie;70;4;74;0.57;0.03;0.60;2;0;2;183;4;0;958;85;871;2;t26;2022-04-04
warmiñsko-mazurskie;41;6;47;0.29;0.04;0.33;2;2;0;148;0;0;877;60;815;2;t28;2022-04-04
wielkopolskie;105;18;123;0.30;0.05;0.35;10;4;6;293;19;0;1427;143;1278;6;t30;2022-04-04
zachodniopomorskie;92;11;103;0.54;0.06;0.61;5;0;5;202;5;1;1473;124;1345;4;t32;2022-04-04
