wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;11406;2.97;493;173;320;32762;7328;167062;92447;13360;78200;887;t00;2022-01-10
dolnoœl¹skie;822;2.84;55;39;16;2439;518;13417;6084;1006;5026;52;t02;2022-01-10
kujawsko-pomorskie;610;2.95;35;4;31;1734;367;7409;5483;705;4720;58;t04;2022-01-10
lubelskie;604;2.87;31;8;23;1909;223;6870;5205;688;4492;25;t06;2022-01-10
lubuskie;189;1.87;25;15;10;812;228;4507;1991;225;1746;20;t08;2022-01-10
³ódzkie;785;3.21;24;10;14;1870;433;9369;6897;904;5928;65;t10;2022-01-10
ma³opolskie;1355;3.97;64;22;42;3163;776;18878;8006;1571;6317;118;t12;2022-01-10
mazowieckie;1750;3.22;42;24;18;4354;1183;28329;13245;2011;11118;116;t14;2022-01-10
opolskie;170;1.73;20;5;15;914;298;4962;2117;213;1890;14;t16;2022-01-10
podkarpackie;627;2.95;8;0;8;1679;256;8429;5412;743;4644;25;t18;2022-01-10
podlaskie;237;2.01;8;1;7;873;90;3149;2374;277;2086;11;t20;2022-01-10
pomorskie;900;3.84;38;2;36;2113;624;11310;6117;1037;4994;86;t22;2022-01-10
œl¹skie;1069;2.37;70;22;48;4082;851;18063;9592;1316;8150;126;t24;2022-01-10
œwiêtokrzyskie;275;2.24;10;1;9;848;195;3830;2407;320;2064;23;t26;2022-01-10
warmiñsko-mazurskie;419;2.95;28;14;14;1259;206;5119;3353;483;2854;16;t28;2022-01-10
wielkopolskie;938;2.68;26;5;21;3032;716;15433;6898;1083;5749;66;t30;2022-01-10
zachodniopomorskie;545;3.22;9;1;8;1636;322;7914;4577;658;3860;59;t32;2022-01-10
