wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;14;5;19;0.00;0.00;0.00;0;0;0;168;0;0;963;22;941;0;t00;2024-04-11
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;10;0;0;37;0;37;0;t02;2024-04-11
kujawsko-pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;10;0;0;49;3;46;0;t04;2024-04-11
lubelskie;2;0;2;0.01;0;0.01;0;0;0;13;0;0;45;2;43;0;t06;2024-04-11
lubuskie;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;t08;2024-04-11
³ódzkie;0;0;0;0;0;0;0;0;0;9;0;0;41;0;41;0;t10;2024-04-11
ma³opolskie;0;1;1;0;0.00;0.00;0;0;0;16;0;0;33;1;32;0;t12;2024-04-11
mazowieckie;2;0;2;0.00;0;0.00;0;0;0;23;0;0;362;2;360;0;t14;2024-04-11
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;t16;2024-04-11
podkarpackie;0;0;0;0;0;0;0;0;0;14;0;0;39;0;39;0;t18;2024-04-11
podlaskie;2;0;2;0.02;0;0.02;0;0;0;9;0;0;28;2;26;0;t20;2024-04-11
pomorskie;0;1;1;0;0.00;0.00;0;0;0;8;0;0;36;1;35;0;t22;2024-04-11
œl¹skie;1;1;2;0.00;0.00;0.00;0;0;0;20;0;0;91;2;89;0;t24;2024-04-11
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;4;0;0;10;1;9;0;t26;2024-04-11
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;11;0;0;35;0;35;0;t28;2024-04-11
wielkopolskie;3;1;4;0.01;0.00;0.01;0;0;0;13;0;0;40;4;36;0;t30;2024-04-11
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;7;0;0;32;1;31;0;t32;2024-04-11
