wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28159;3172;31331;7.34;0.83;8.17;333;81;252;26744;62137;367311;122924;33562;86928;2434;t00;2022-02-11
dolnoœl¹skie;1861;166;2027;6.42;0.57;6.99;47;21;26;1706;5127;27408;7998;2222;5598;178;t02;2022-02-11
kujawsko-pomorskie;2824;398;3222;13.65;1.92;15.57;12;0;12;2486;3594;22069;9509;3377;5931;201;t04;2022-02-11
lubelskie;1399;158;1557;6.65;0.75;7.40;8;3;5;1670;3202;19487;6535;1669;4815;51;t06;2022-02-11
lubuskie;1087;128;1215;10.76;1.27;12.03;12;4;8;970;1259;11282;3981;1274;2601;106;t08;2022-02-11
³ódzkie;1856;227;2083;7.58;0.93;8.51;24;9;15;1669;4363;24434;8759;2273;6351;135;t10;2022-02-11
ma³opolskie;1600;159;1759;4.69;0.47;5.15;39;9;30;1565;4376;23915;7549;1857;5545;147;t12;2022-02-11
mazowieckie;3889;364;4253;7.16;0.67;7.84;29;5;24;3275;9062;55883;18744;4616;13749;379;t14;2022-02-11
opolskie;557;58;615;5.68;0.59;6.27;4;0;4;603;1812;10261;2629;678;1915;36;t16;2022-02-11
podkarpackie;599;72;671;2.82;0.34;3.16;33;1;32;843;2307;15999;4491;768;3695;28;t18;2022-02-11
podlaskie;683;85;768;5.80;0.72;6.53;8;0;8;792;1445;9155;2999;815;2106;78;t20;2022-02-11
pomorskie;1996;240;2236;8.51;1.02;9.53;13;4;9;1772;4045;25550;8972;2386;6310;276;t22;2022-02-11
œl¹skie;2500;268;2768;5.55;0.59;6.14;31;7;24;2585;9165;44193;12223;3005;8951;267;t24;2022-02-11
œwiêtokrzyskie;935;76;1011;7.60;0.62;8.22;24;9;15;935;1341;9928;3620;1079;2457;84;t26;2022-02-11
warmiñsko-mazurskie;994;161;1155;7.00;1.13;8.13;15;1;14;1085;2207;11727;4577;1244;3275;58;t28;2022-02-11
wielkopolskie;3833;432;4265;10.95;1.23;12.18;17;6;11;3102;6232;39547;12601;4444;7875;282;t30;2022-02-11
zachodniopomorskie;1412;179;1591;8.34;1.06;9.40;17;2;15;1656;2476;15992;5878;1710;4051;117;t32;2022-02-11
