wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;233;0.06;8;4;4;2795;191;59147;45477;276;45130;71;t00;2021-08-23
dolnoœl¹skie;17;0.06;0;0;0;212;3;5686;2853;20;2831;2;t02;2021-08-23
kujawsko-pomorskie;8;0.04;2;1;1;138;8;1695;1927;10;1911;6;t04;2021-08-23
lubelskie;9;0.04;0;0;0;155;5;2602;2416;13;2398;5;t06;2021-08-23
lubuskie;4;0.04;0;0;0;79;5;1595;1145;5;1139;1;t08;2021-08-23
³ódzkie;13;0.05;0;0;0;223;12;4461;3271;15;3253;3;t10;2021-08-23
ma³opolskie;24;0.07;2;1;1;238;24;3706;3513;26;3483;4;t12;2021-08-23
mazowieckie;45;0.08;0;0;0;471;31;17047;5675;51;5614;10;t14;2021-08-23
opolskie;3;0.03;0;0;0;60;9;1363;1148;4;1144;0;t16;2021-08-23
podkarpackie;15;0.07;0;0;0;135;15;1751;2772;20;2750;2;t18;2021-08-23
podlaskie;8;0.07;0;0;0;93;6;1245;1322;10;1310;2;t20;2021-08-23
pomorskie;24;0.10;0;0;0;174;8;3544;2630;28;2594;8;t22;2021-08-23
œl¹skie;28;0.06;1;1;0;316;15;5082;5012;32;4972;8;t24;2021-08-23
œwiêtokrzyskie;3;0.02;0;0;0;52;12;825;1288;3;1282;3;t26;2021-08-23
warmiñsko-mazurskie;6;0.04;3;1;2;91;12;1149;1575;8;1564;3;t28;2021-08-23
wielkopolskie;6;0.02;0;0;0;241;17;5281;2736;8;2724;4;t30;2021-08-23
zachodniopomorskie;11;0.06;0;0;0;110;6;2083;1827;14;1809;4;t32;2021-08-23
