wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12233;1240;13473;3.19;0.32;3.51;17;3;14;664;50738;294550;63895;14873;47834;1188;t00;2022-02-13
dolnoœl¹skie;913;83;996;3.15;0.29;3.44;0;0;0;28;3613;21877;4373;1081;3202;90;t02;2022-02-13
kujawsko-pomorskie;1272;172;1444;6.15;0.83;6.98;3;0;3;69;3128;18983;4631;1622;2926;83;t04;2022-02-13
lubelskie;465;51;516;2.21;0.24;2.45;0;0;0;62;2744;15463;2900;583;2293;24;t06;2022-02-13
lubuskie;602;77;679;5.96;0.76;6.72;0;0;0;5;1152;9378;2359;724;1559;76;t08;2022-02-13
³ódzkie;728;61;789;2.97;0.25;3.22;1;0;1;55;3946;19548;3658;910;2696;52;t10;2022-02-13
ma³opolskie;647;58;705;1.90;0.17;2.07;1;0;1;36;3107;18478;3921;760;3103;58;t12;2022-02-13
mazowieckie;1971;182;2153;3.63;0.34;3.97;0;0;0;74;7142;46135;11986;2399;9357;230;t14;2022-02-13
opolskie;275;18;293;2.80;0.18;2.99;0;0;0;54;1486;8186;1551;336;1207;8;t16;2022-02-13
podkarpackie;283;25;308;1.33;0.12;1.45;0;0;0;9;1481;12025;2234;339;1886;9;t18;2022-02-13
podlaskie;210;18;228;1.78;0.15;1.94;0;0;0;5;1154;7471;1440;277;1142;21;t20;2022-02-13
pomorskie;882;83;965;3.76;0.35;4.11;12;3;9;38;3777;20059;4871;1054;3682;135;t22;2022-02-13
œl¹skie;860;92;952;1.91;0.20;2.11;0;0;0;52;6494;33000;5609;1058;4450;101;t24;2022-02-13
œwiêtokrzyskie;391;33;424;3.18;0.27;3.45;0;0;0;5;1121;8384;2043;469;1514;60;t26;2022-02-13
warmiñsko-mazurskie;361;59;420;2.54;0.42;2.96;0;0;0;1;1867;9619;1870;458;1391;21;t28;2022-02-13
wielkopolskie;1550;155;1705;4.43;0.44;4.87;0;0;0;45;5999;32731;5858;1792;3930;136;t30;2022-02-13
zachodniopomorskie;734;72;806;4.33;0.43;4.76;0;0;0;125;2440;12767;3379;909;2395;75;t32;2022-02-13
