wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;23414;6.10;382;112;270;36144;19697;569756;95486;25140;69009;1337;t00;2021-11-19
dolnoœl¹skie;1721;5.94;20;8;12;2324;1151;36816;6791;1867;4835;89;t02;2021-11-19
kujawsko-pomorskie;1384;6.69;17;7;10;2115;971;28501;5249;1472;3675;102;t04;2021-11-19
lubelskie;1437;6.83;47;14;33;2532;2205;35570;5804;1552;4208;44;t06;2021-11-19
lubuskie;608;6.02;1;0;1;919;445;14711;2664;665;1958;41;t08;2021-11-19
³ódzkie;1286;5.25;24;6;18;2188;1263;33496;6326;1433;4816;77;t10;2021-11-19
ma³opolskie;1635;4.79;35;21;14;2675;1083;39266;6511;1746;4690;75;t12;2021-11-19
mazowieckie;4836;8.91;73;20;53;5750;4158;113576;17625;5154;12138;333;t14;2021-11-19
opolskie;595;6.07;7;1;6;881;470;15004;2119;642;1445;32;t16;2021-11-19
podkarpackie;1087;5.11;38;8;30;1515;878;22883;4695;1175;3504;16;t18;2021-11-19
podlaskie;743;6.31;28;2;26;1311;906;19464;2940;801;2109;30;t20;2021-11-19
pomorskie;1258;5.36;8;4;4;2062;1004;39380;5679;1335;4252;92;t22;2021-11-19
œl¹skie;2285;5.07;27;11;16;4192;1387;53746;9027;2409;6508;110;t24;2021-11-19
œwiêtokrzyskie;425;3.46;23;5;18;772;363;10559;2000;474;1498;28;t26;2021-11-19
warmiñsko-mazurskie;785;5.53;8;3;5;1495;831;23179;3547;844;2670;33;t28;2021-11-19
wielkopolskie;1797;5.13;12;1;11;3236;1425;56296;7011;1884;5013;114;t30;2021-11-19
zachodniopomorskie;1332;7.87;14;1;13;2126;1078;27194;4815;1467;3247;101;t32;2021-11-19
