wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;302;42;344;0.08;0.01;0.09;5;0;5;501;6;0;3735;378;3355;2;t00;2022-06-24
dolnoœl¹skie;24;8;32;0.08;0.03;0.11;0;0;0;48;0;0;195;34;161;0;t02;2022-06-24
kujawsko-pomorskie;17;2;19;0.08;0.01;0.09;1;0;1;16;1;0;99;19;80;0;t04;2022-06-24
lubelskie;12;1;13;0.06;0.00;0.06;0;0;0;40;0;0;285;18;267;0;t06;2022-06-24
lubuskie;2;1;3;0.02;0.01;0.03;0;0;0;4;0;0;49;3;46;0;t08;2022-06-24
³ódzkie;20;2;22;0.08;0.01;0.09;0;0;0;47;1;0;160;24;136;0;t10;2022-06-24
ma³opolskie;39;5;44;0.11;0.01;0.13;2;0;2;54;0;0;289;48;241;0;t12;2022-06-24
mazowieckie;73;5;78;0.13;0.01;0.14;0;0;0;87;0;0;895;84;810;1;t14;2022-06-24
opolskie;4;3;7;0.04;0.03;0.07;0;0;0;12;0;0;124;9;115;0;t16;2022-06-24
podkarpackie;7;2;9;0.03;0.01;0.04;0;0;0;17;0;0;217;10;207;0;t18;2022-06-24
podlaskie;6;2;8;0.05;0.02;0.07;0;0;0;19;0;0;122;9;113;0;t20;2022-06-24
pomorskie;16;1;17;0.07;0.00;0.07;0;0;0;29;0;0;180;19;161;0;t22;2022-06-24
œl¹skie;30;5;35;0.07;0.01;0.08;0;0;0;54;0;0;237;37;200;0;t24;2022-06-24
œwiêtokrzyskie;5;0;5;0.04;0;0.04;2;0;2;27;4;0;181;7;174;0;t26;2022-06-24
warmiñsko-mazurskie;10;0;10;0.07;0;0.07;0;0;0;15;0;0;125;10;115;0;t28;2022-06-24
wielkopolskie;16;4;20;0.05;0.01;0.06;0;0;0;17;0;0;167;23;143;1;t30;2022-06-24
zachodniopomorskie;8;1;9;0.05;0.01;0.05;0;0;0;15;0;0;128;11;117;0;t32;2022-06-24
