wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6802;1.77;421;137;284;11722;2711;147257;47208;7484;39078;646;t00;2021-02-02
dolnoœl¹skie;392;1.35;25;16;9;722;166;9695;3419;484;2896;39;t02;2021-02-02
kujawsko-pomorskie;432;2.09;19;8;11;1029;249;10344;2867;459;2371;37;t04;2021-02-02
lubelskie;324;1.54;24;3;21;547;111;6149;2359;357;1971;31;t06;2021-02-02
lubuskie;196;1.94;13;12;1;334;122;4338;1329;213;1103;13;t08;2021-02-02
³ódzkie;393;1.60;53;29;24;681;137;9599;3190;446;2704;40;t10;2021-02-02
ma³opolskie;355;1.04;28;18;10;626;112;7534;3010;382;2576;52;t12;2021-02-02
mazowieckie;1129;2.08;93;21;72;2034;405;29923;6973;1256;5573;144;t14;2021-02-02
opolskie;124;1.26;6;0;6;205;58;2923;1026;135;884;7;t16;2021-02-02
podkarpackie;230;1.08;15;2;13;346;70;4752;2050;260;1777;13;t18;2021-02-02
podlaskie;237;2.01;10;1;9;444;120;4527;1268;263;991;14;t20;2021-02-02
pomorskie;647;2.76;20;3;17;1014;402;12978;3605;691;2841;73;t22;2021-02-02
œl¹skie;702;1.56;33;6;27;1108;162;11522;4642;776;3822;44;t24;2021-02-02
œwiêtokrzyskie;95;0.77;9;0;9;171;52;2235;1269;111;1132;26;t26;2021-02-02
warmiñsko-mazurskie;460;3.24;11;0;11;680;95;7310;1770;478;1284;8;t28;2021-02-02
wielkopolskie;586;1.67;34;17;17;1083;251;14917;3865;632;3191;42;t30;2021-02-02
zachodniopomorskie;378;2.23;28;1;27;695;160;8498;2161;402;1723;36;t32;2021-02-02
