wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;18883;4.92;41;11;30;1330;12654;515155;67381;20154;46276;951;t00;2021-11-20
dolnoœl¹skie;1311;4.52;1;0;1;56;859;32600;4086;1397;2640;49;t02;2021-11-20
kujawsko-pomorskie;788;3.81;2;0;2;65;537;26096;2693;857;1747;89;t04;2021-11-20
lubelskie;935;4.45;0;0;0;111;737;31882;3591;1003;2552;36;t06;2021-11-20
lubuskie;399;3.95;1;1;0;10;243;12795;1422;422;985;15;t08;2021-11-20
³ódzkie;961;3.92;0;0;0;55;701;30995;4228;1073;3108;47;t10;2021-11-20
ma³opolskie;1580;4.63;1;0;1;51;944;34465;5537;1670;3802;65;t12;2021-11-20
mazowieckie;3680;6.78;26;9;17;211;3100;104204;12599;3949;8476;174;t14;2021-11-20
opolskie;603;6.15;0;0;0;10;293;14093;1684;644;1004;36;t16;2021-11-20
podkarpackie;765;3.60;0;0;0;50;549;20654;2971;824;2140;7;t18;2021-11-20
podlaskie;539;4.58;3;0;3;21;534;16808;1702;586;1087;29;t20;2021-11-20
pomorskie;1051;4.48;4;1;3;49;641;35576;4175;1112;2999;64;t22;2021-11-20
œl¹skie;2578;5.72;0;0;0;126;1335;48875;8160;2712;5325;123;t24;2021-11-20
œwiêtokrzyskie;393;3.20;0;0;0;15;227;9463;1640;422;1201;17;t26;2021-11-20
warmiñsko-mazurskie;597;4.20;0;0;0;16;273;20966;1920;639;1256;25;t28;2021-11-20
wielkopolskie;1664;4.75;0;0;0;244;858;50728;5599;1716;3810;73;t30;2021-11-20
zachodniopomorskie;829;4.90;3;0;3;240;749;24888;3230;912;2234;84;t32;2021-11-20
