wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;19366;5.05;504;172;332;60155;21152;643181;95015;21430;72519;1066;t00;2021-12-06
dolnoœl¹skie;1727;5.96;29;23;6;4814;1926;52140;7038;1967;4963;108;t02;2021-12-06
kujawsko-pomorskie;1293;6.25;43;11;32;3661;1030;34257;5471;1376;4049;46;t04;2021-12-06
lubelskie;802;3.81;42;11;31;2735;831;22854;4884;879;3973;32;t06;2021-12-06
lubuskie;552;5.46;12;6;6;2036;685;21393;2590;604;1949;37;t08;2021-12-06
³ódzkie;1371;5.60;25;6;19;3657;1213;35884;7120;1514;5552;54;t10;2021-12-06
ma³opolskie;1444;4.23;39;17;22;4972;1695;53245;6889;1578;5201;110;t12;2021-12-06
mazowieckie;2790;5.14;62;20;42;7587;3476;100295;14210;3088;10925;197;t14;2021-12-06
opolskie;484;4.93;22;4;18;1775;827;20745;2270;546;1708;16;t16;2021-12-06
podkarpackie;789;3.71;30;3;27;2308;810;24710;4515;892;3610;13;t18;2021-12-06
podlaskie;307;2.61;18;2;16;1371;468;14153;2235;358;1857;20;t20;2021-12-06
pomorskie;1306;5.57;21;3;18;3599;1328;42436;5425;1391;3974;60;t22;2021-12-06
œl¹skie;2033;4.51;81;33;48;7992;2732;77870;10262;2293;7821;148;t24;2021-12-06
œwiêtokrzyskie;446;3.63;12;3;9;1468;388;14467;2516;503;1992;21;t26;2021-12-06
warmiñsko-mazurskie;901;6.34;25;12;13;2679;610;25303;4377;985;3362;30;t28;2021-12-06
wielkopolskie;1917;5.48;32;15;17;6212;2033;71241;7541;2048;5406;87;t30;2021-12-06
zachodniopomorskie;1036;6.12;11;3;8;3216;1027;32073;4832;1210;3550;72;t32;2021-12-06
