wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;265;43;308;0.07;0.01;0.08;0;0;0;34;0;0;1978;352;1623;3;t00;2022-10-01
dolnoœl¹skie;12;1;13;0.04;0.00;0.04;0;0;0;3;0;0;53;13;40;0;t02;2022-10-01
kujawsko-pomorskie;11;0;11;0.05;0;0.05;0;0;0;0;0;0;40;11;29;0;t04;2022-10-01
lubelskie;22;2;24;0.10;0.01;0.11;0;0;0;8;0;0;141;26;115;0;t06;2022-10-01
lubuskie;5;0;5;0.05;0;0.05;0;0;0;0;0;0;23;6;17;0;t08;2022-10-01
³ódzkie;12;3;15;0.05;0.01;0.06;0;0;0;5;0;0;50;15;35;0;t10;2022-10-01
ma³opolskie;22;2;24;0.06;0.01;0.07;0;0;0;7;0;0;124;26;98;0;t12;2022-10-01
mazowieckie;35;7;42;0.06;0.01;0.08;0;0;0;6;0;0;476;48;428;0;t14;2022-10-01
opolskie;13;1;14;0.13;0.01;0.14;0;0;0;1;0;0;60;20;40;0;t16;2022-10-01
podkarpackie;13;5;18;0.06;0.02;0.08;0;0;0;1;0;0;104;18;86;0;t18;2022-10-01
podlaskie;10;2;12;0.08;0.02;0.10;0;0;0;0;0;0;43;13;30;0;t20;2022-10-01
pomorskie;9;2;11;0.04;0.01;0.05;0;0;0;0;0;0;91;12;79;0;t22;2022-10-01
œl¹skie;39;8;47;0.09;0.02;0.10;0;0;0;0;0;0;162;50;111;1;t24;2022-10-01
œwiêtokrzyskie;6;0;6;0.05;0;0.05;0;0;0;0;0;0;76;8;68;0;t26;2022-10-01
warmiñsko-mazurskie;3;0;3;0.02;0;0.02;0;0;0;1;0;0;31;4;27;0;t28;2022-10-01
wielkopolskie;18;6;24;0.05;0.02;0.07;0;0;0;2;0;0;107;26;81;0;t30;2022-10-01
zachodniopomorskie;8;4;12;0.05;0.02;0.07;0;0;0;0;0;0;67;14;52;1;t32;2022-10-01
