wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10900;2.84;292;77;215;23905;15155;167110;81276;12433;67845;998;t00;2022-01-07
dolnoœl¹skie;935;3.23;2;2;0;1628;1381;13142;4966;1069;3834;63;t02;2022-01-07
kujawsko-pomorskie;583;2.82;25;5;20;1354;742;7776;4476;652;3768;56;t04;2022-01-07
lubelskie;436;2.07;13;2;11;1436;494;6473;3713;496;3198;19;t06;2022-01-07
lubuskie;267;2.64;11;8;3;622;420;4955;1863;303;1527;33;t08;2022-01-07
³ódzkie;666;2.72;18;4;14;1490;899;9802;5341;789;4488;64;t10;2022-01-07
ma³opolskie;1394;4.08;23;11;12;2295;1639;17435;8094;1566;6391;137;t12;2022-01-07
mazowieckie;1621;2.99;16;3;13;2854;2166;27281;12001;1858;9982;161;t14;2022-01-07
opolskie;320;3.26;7;3;4;641;550;4869;1941;360;1561;20;t16;2022-01-07
podkarpackie;540;2.54;30;7;23;1132;540;8004;4305;614;3665;26;t18;2022-01-07
podlaskie;201;1.71;4;1;3;623;182;2997;2007;224;1774;9;t20;2022-01-07
pomorskie;667;2.84;30;3;27;1502;1075;11612;5983;755;5156;72;t22;2022-01-07
œl¹skie;996;2.21;40;7;33;2977;2043;18633;7866;1147;6597;122;t24;2022-01-07
œwiêtokrzyskie;287;2.33;15;4;11;644;334;4088;2047;325;1698;24;t26;2022-01-07
warmiñsko-mazurskie;393;2.77;10;6;4;986;545;5233;2975;445;2508;22;t28;2022-01-07
wielkopolskie;967;2.76;38;11;27;2268;1402;16415;6186;1073;5017;96;t30;2022-01-07
zachodniopomorskie;509;3.01;10;0;10;1417;688;8324;4065;626;3370;69;t32;2022-01-07
