wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;137;59;196;0.04;0.02;0.05;0;0;0;224;0;0;828;198;630;0;t00;2024-07-19
dolnoœl¹skie;4;6;10;0.01;0.02;0.03;0;0;0;12;0;0;30;11;19;0;t02;2024-07-19
kujawsko-pomorskie;10;3;13;0.05;0.01;0.06;0;0;0;8;0;0;35;13;22;0;t04;2024-07-19
lubelskie;13;5;18;0.06;0.02;0.09;0;0;0;18;0;0;35;19;16;0;t06;2024-07-19
lubuskie;3;0;3;0.03;0;0.03;0;0;0;5;0;0;9;3;6;0;t08;2024-07-19
³ódzkie;2;2;4;0.01;0.01;0.02;0;0;0;7;0;0;12;4;8;0;t10;2024-07-19
ma³opolskie;14;3;17;0.04;0.01;0.05;0;0;0;17;0;0;45;17;28;0;t12;2024-07-19
mazowieckie;23;8;31;0.04;0.01;0.06;0;0;0;31;0;0;372;31;341;0;t14;2024-07-19
opolskie;4;0;4;0.04;0;0.04;0;0;0;3;0;0;19;4;15;0;t16;2024-07-19
podkarpackie;9;2;11;0.04;0.01;0.05;0;0;0;15;0;0;28;11;17;0;t18;2024-07-19
podlaskie;5;3;8;0.04;0.03;0.07;0;0;0;11;0;0;20;8;12;0;t20;2024-07-19
pomorskie;4;4;8;0.02;0.02;0.03;0;0;0;11;0;0;20;8;12;0;t22;2024-07-19
œl¹skie;11;10;21;0.02;0.02;0.05;0;0;0;33;0;0;60;21;39;0;t24;2024-07-19
œwiêtokrzyskie;10;2;12;0.08;0.02;0.10;0;0;0;3;0;0;14;12;2;0;t26;2024-07-19
warmiñsko-mazurskie;5;3;8;0.04;0.02;0.06;0;0;0;16;0;0;27;8;19;0;t28;2024-07-19
wielkopolskie;13;5;18;0.04;0.01;0.05;0;0;0;15;0;0;31;18;13;0;t30;2024-07-19
zachodniopomorskie;7;2;9;0.04;0.01;0.05;0;0;0;18;0;0;54;9;45;0;t32;2024-07-19
