wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;23242;6.06;403;118;285;35651;18371;562077;93729;24854;67768;1107;t00;2021-11-18
dolnoœl¹skie;1727;5.96;16;10;6;2310;1133;36140;6502;1850;4592;60;t02;2021-11-18
kujawsko-pomorskie;1282;6.20;17;5;12;2021;714;28155;5257;1349;3831;77;t04;2021-11-18
lubelskie;1508;7.17;73;13;60;2626;1850;35925;5594;1601;3939;54;t06;2021-11-18
lubuskie;412;4.08;3;0;3;935;286;14728;2282;456;1805;21;t08;2021-11-18
³ódzkie;1399;5.71;4;2;2;2280;1264;32808;6411;1556;4803;52;t10;2021-11-18
ma³opolskie;1783;5.22;44;23;21;2429;1146;37664;6901;1902;4912;87;t12;2021-11-18
mazowieckie;4206;7.75;84;21;63;5702;3837;111687;16146;4543;11362;241;t14;2021-11-18
opolskie;626;6.38;13;2;11;893;352;14821;2262;656;1596;10;t16;2021-11-18
podkarpackie;996;4.69;39;2;37;1401;838;22613;4373;1075;3280;18;t18;2021-11-18
podlaskie;814;6.92;18;3;15;1286;1096;20216;2675;864;1781;30;t20;2021-11-18
pomorskie;1337;5.70;11;3;8;2105;982;39803;5630;1398;4143;89;t22;2021-11-18
œl¹skie;2501;5.55;31;15;16;4104;1666;51848;9688;2667;6899;122;t24;2021-11-18
œwiêtokrzyskie;500;4.06;2;2;0;790;331;10295;2105;539;1545;21;t26;2021-11-18
warmiñsko-mazurskie;858;6.04;22;14;8;1433;710;22295;3464;908;2507;49;t28;2021-11-18
wielkopolskie;1941;5.55;11;3;8;3158;1124;55661;7410;2033;5293;84;t30;2021-11-18
zachodniopomorskie;1152;6.80;15;0;15;2101;971;27299;4596;1244;3273;79;t32;2021-11-18
