wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10;4;14;0.00;0.00;0.00;0;0;0;29;0;0;536;14;520;2;t00;2023-07-14
dolnoœl¹skie;1;1;2;0.00;0.00;0.01;0;0;0;0;0;0;11;2;9;0;t02;2023-07-14
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;1;0;0;5;0;5;0;t04;2023-07-14
lubelskie;1;1;2;0.00;0.00;0.01;0;0;0;0;0;0;11;2;9;0;t06;2023-07-14
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t08;2023-07-14
³ódzkie;0;0;0;0;0;0;0;0;0;2;0;0;8;0;8;0;t10;2023-07-14
ma³opolskie;0;0;0;0;0;0;0;0;0;4;0;0;20;0;19;1;t12;2023-07-14
mazowieckie;4;1;5;0.01;0.00;0.01;0;0;0;4;0;0;322;5;317;0;t14;2023-07-14
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t16;2023-07-14
podkarpackie;0;0;0;0;0;0;0;0;0;3;0;0;5;0;5;0;t18;2023-07-14
podlaskie;1;1;2;0.01;0.01;0.02;0;0;0;1;0;0;8;2;6;0;t20;2023-07-14
pomorskie;0;0;0;0;0;0;0;0;0;1;0;0;6;0;6;0;t22;2023-07-14
œl¹skie;0;0;0;0;0;0;0;0;0;9;0;0;33;0;32;1;t24;2023-07-14
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t26;2023-07-14
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t28;2023-07-14
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;2;0;0;20;1;19;0;t30;2023-07-14
zachodniopomorskie;0;0;0;0;0;0;0;0;0;2;0;0;10;0;10;0;t32;2023-07-14
