wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9505;2.48;513;136;377;14320;21879;241679;70872;10574;59348;950;t00;2021-04-23
dolnoœl¹skie;916;3.16;33;15;18;1290;2152;22403;5058;1011;3986;61;t02;2021-04-23
kujawsko-pomorskie;443;2.14;21;4;17;761;1095;11485;3303;481;2779;43;t04;2021-04-23
lubelskie;424;2.02;30;4;26;761;899;11169;3063;462;2560;41;t06;2021-04-23
lubuskie;226;2.24;12;7;5;368;551;6003;2009;254;1739;16;t08;2021-04-23
³ódzkie;693;2.83;31;5;26;1076;1518;16632;5343;776;4526;41;t10;2021-04-23
ma³opolskie;790;2.31;34;15;19;1072;1889;21232;5092;889;4101;102;t12;2021-04-23
mazowieckie;1237;2.28;50;13;37;1792;2851;33745;9951;1417;8385;149;t14;2021-04-23
opolskie;341;3.48;6;0;6;348;752;6287;1724;362;1340;22;t16;2021-04-23
podkarpackie;296;1.39;31;1;30;490;925;10112;3317;345;2948;24;t18;2021-04-23
podlaskie;172;1.46;11;0;11;289;400;4676;1500;189;1303;8;t20;2021-04-23
pomorskie;416;1.77;28;5;23;711;1047;12180;3889;446;3379;64;t22;2021-04-23
œl¹skie;1555;3.45;133;33;100;2177;3265;34843;8448;1725;6556;167;t24;2021-04-23
œwiêtokrzyskie;327;2.66;7;1;6;374;620;7504;2313;366;1885;62;t26;2021-04-23
warmiñsko-mazurskie;203;1.43;15;1;14;457;531;5820;1850;225;1615;10;t28;2021-04-23
wielkopolskie;962;2.75;45;28;17;1554;2447;27429;5839;1052;4719;68;t30;2021-04-23
zachodniopomorskie;404;2.39;26;4;22;778;885;9771;2885;463;2380;42;t32;2021-04-23
