wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;107;0.03;0;0;0;134;222;57384;22427;122;22285;20;t00;2021-08-22
dolnoœl¹skie;3;0.01;0;0;0;1;13;5455;1212;4;1206;2;t02;2021-08-22
kujawsko-pomorskie;2;0.01;0;0;0;4;8;1634;786;3;781;2;t04;2021-08-22
lubelskie;3;0.01;0;0;0;2;10;2450;786;3;783;0;t06;2021-08-22
lubuskie;0;0;0;0;0;2;6;1582;521;0;520;1;t08;2021-08-22
³ódzkie;5;0.02;0;0;0;8;8;4256;1228;6;1220;2;t10;2021-08-22
ma³opolskie;10;0.03;0;0;0;6;20;3430;2302;11;2288;3;t12;2021-08-22
mazowieckie;11;0.02;0;0;0;72;31;17288;2808;12;2796;0;t14;2021-08-22
opolskie;4;0.04;0;0;0;1;5;1335;461;5;456;0;t16;2021-08-22
podkarpackie;13;0.06;0;0;0;6;17;1635;1634;15;1618;1;t18;2021-08-22
podlaskie;4;0.03;0;0;0;9;5;1173;510;4;504;2;t20;2021-08-22
pomorskie;14;0.06;0;0;0;0;23;3383;1581;16;1563;2;t22;2021-08-22
œl¹skie;16;0.04;0;0;0;11;36;4789;2465;18;2446;1;t24;2021-08-22
œwiêtokrzyskie;5;0.04;0;0;0;0;7;751;724;5;719;0;t26;2021-08-22
warmiñsko-mazurskie;1;0.01;0;0;0;4;4;1017;707;1;706;0;t28;2021-08-22
wielkopolskie;4;0.01;0;0;0;7;16;5143;1321;6;1312;3;t30;2021-08-22
zachodniopomorskie;7;0.04;0;0;0;1;10;2035;936;8;927;1;t32;2021-08-22
