wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;285;0.07;5;2;3;3229;207;53487;44696;339;44288;69;t00;2021-08-30
dolnoœl¹skie;9;0.03;0;0;0;236;9;5110;2879;14;2860;5;t02;2021-08-30
kujawsko-pomorskie;6;0.03;0;0;0;194;11;1624;2039;6;2029;4;t04;2021-08-30
lubelskie;28;0.13;2;0;2;206;8;2564;2370;31;2339;0;t06;2021-08-30
lubuskie;2;0.02;0;0;0;94;6;1264;1042;4;1037;1;t08;2021-08-30
³ódzkie;28;0.11;1;1;0;210;6;3828;3380;30;3337;13;t10;2021-08-30
ma³opolskie;37;0.11;0;0;0;300;21;3474;3542;45;3493;4;t12;2021-08-30
mazowieckie;45;0.08;0;0;0;554;32;15512;5324;54;5251;19;t14;2021-08-30
opolskie;5;0.05;0;0;0;58;16;1308;1102;5;1097;0;t16;2021-08-30
podkarpackie;16;0.08;0;0;0;150;11;1602;2823;18;2803;2;t18;2021-08-30
podlaskie;16;0.14;0;0;0;126;16;1241;1336;22;1312;2;t20;2021-08-30
pomorskie;15;0.06;0;0;0;214;14;3051;2266;18;2246;2;t22;2021-08-30
œl¹skie;19;0.04;1;0;1;321;22;4582;4926;23;4895;8;t24;2021-08-30
œwiêtokrzyskie;9;0.07;0;0;0;68;9;741;1359;10;1347;2;t26;2021-08-30
warmiñsko-mazurskie;9;0.06;0;0;0;113;8;1090;1474;10;1464;0;t28;2021-08-30
wielkopolskie;18;0.05;1;1;0;246;11;4512;2708;20;2685;3;t30;2021-08-30
zachodniopomorskie;20;0.12;0;0;0;139;7;1955;2005;26;1976;3;t32;2021-08-30
