wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;164;0.04;4;2;2;2319;98;77004;45993;211;45716;66;t00;2021-08-02
dolnoœl¹skie;6;0.02;2;2;0;179;4;6946;2785;12;2772;1;t02;2021-08-02
kujawsko-pomorskie;7;0.03;0;0;0;86;5;2358;2070;9;2060;1;t04;2021-08-02
lubelskie;5;0.02;0;0;0;143;5;3511;2163;6;2149;8;t06;2021-08-02
lubuskie;1;0.01;0;0;0;57;5;1864;1152;2;1148;2;t08;2021-08-02
³ódzkie;12;0.05;0;0;0;278;5;6733;3447;12;3432;3;t10;2021-08-02
ma³opolskie;35;0.10;0;0;0;212;12;5171;3478;39;3437;2;t12;2021-08-02
mazowieckie;22;0.04;0;0;0;323;21;21380;5841;28;5801;12;t14;2021-08-02
opolskie;4;0.04;0;0;0;52;4;1887;1175;6;1169;0;t16;2021-08-02
podkarpackie;10;0.05;2;0;2;139;2;2811;2455;14;2441;0;t18;2021-08-02
podlaskie;7;0.06;0;0;0;75;6;1837;1169;9;1158;2;t20;2021-08-02
pomorskie;6;0.03;0;0;0;133;4;4061;2684;13;2663;8;t22;2021-08-02
œl¹skie;19;0.04;0;0;0;260;14;6201;5203;22;5169;12;t24;2021-08-02
œwiêtokrzyskie;4;0.03;0;0;0;52;0;1496;1351;7;1340;4;t26;2021-08-02
warmiñsko-mazurskie;5;0.04;0;0;0;67;3;1424;1610;5;1604;1;t28;2021-08-02
wielkopolskie;10;0.03;0;0;0;180;2;6690;2938;15;2919;4;t30;2021-08-02
zachodniopomorskie;2;0.01;0;0;0;79;4;2614;2068;3;2062;3;t32;2021-08-02
