wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;19074;4.97;526;150;376;62847;19646;681485;92732;20982;70776;974;t00;2021-11-29
dolnoœl¹skie;1458;5.03;41;22;19;4484;1475;51167;6668;1664;4945;59;t02;2021-11-29
kujawsko-pomorskie;1138;5.50;34;10;24;3929;915;36803;5183;1221;3933;29;t04;2021-11-29
lubelskie;1111;5.28;67;11;56;3352;1005;29570;5648;1190;4422;36;t06;2021-11-29
lubuskie;398;3.94;11;8;3;2042;374;21106;2325;455;1852;18;t08;2021-11-29
³ódzkie;1101;4.50;31;10;21;3664;1087;37479;6346;1240;5065;41;t10;2021-11-29
ma³opolskie;1526;4.47;41;23;18;5088;1579;52753;6868;1667;5078;123;t12;2021-11-29
mazowieckie;3185;5.87;49;14;35;8322;3887;121310;14513;3532;10764;217;t14;2021-11-29
opolskie;399;4.07;16;1;15;1854;578;21812;2194;453;1728;13;t16;2021-11-29
podkarpackie;833;3.92;21;2;19;2492;694;25567;4789;906;3868;15;t18;2021-11-29
podlaskie;476;4.05;47;4;43;1850;605;15496;2522;520;1984;18;t20;2021-11-29
pomorskie;1077;4.59;21;5;16;3652;1127;46292;5088;1155;3865;68;t22;2021-11-29
œl¹skie;1885;4.18;49;17;32;8195;2580;77431;9472;2104;7233;135;t24;2021-11-29
œwiêtokrzyskie;604;4.91;21;1;20;1460;399;14054;2793;660;2100;33;t26;2021-11-29
warmiñsko-mazurskie;908;6.39;34;7;27;2677;626;24786;3894;987;2880;27;t28;2021-11-29
wielkopolskie;1707;4.88;32;14;18;6261;1717;72099;7122;1813;5239;70;t30;2021-11-29
zachodniopomorskie;1077;6.36;11;1;10;3448;913;33652;4851;1200;3589;62;t32;2021-11-29
