wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;185;0.05;0;0;0;298;188;58540;33497;230;33223;44;t00;2021-08-21
dolnoœl¹skie;10;0.03;0;0;0;15;14;5645;1960;10;1949;1;t02;2021-08-21
kujawsko-pomorskie;4;0.02;0;0;0;3;9;1693;1305;5;1294;6;t04;2021-08-21
lubelskie;4;0.02;0;0;0;14;13;2512;1435;7;1426;2;t06;2021-08-21
lubuskie;5;0.05;0;0;0;2;15;1541;576;7;569;0;t08;2021-08-21
³ódzkie;4;0.02;0;0;0;12;7;4272;2013;7;1999;7;t10;2021-08-21
ma³opolskie;16;0.05;0;0;0;27;21;3465;3383;19;3361;3;t12;2021-08-21
mazowieckie;32;0.06;0;0;0;118;29;17623;4107;37;4062;8;t14;2021-08-21
opolskie;18;0.18;0;0;0;1;3;1404;1008;20;988;0;t16;2021-08-21
podkarpackie;16;0.08;0;0;0;57;5;1717;2164;28;2134;2;t18;2021-08-21
podlaskie;6;0.05;0;0;0;13;2;1154;954;8;946;0;t20;2021-08-21
pomorskie;13;0.06;0;0;0;4;12;3359;1708;13;1693;2;t22;2021-08-21
œl¹skie;20;0.04;0;0;0;5;23;4885;3498;24;3469;5;t24;2021-08-21
œwiêtokrzyskie;5;0.04;0;0;0;2;3;795;934;5;928;1;t26;2021-08-21
warmiñsko-mazurskie;6;0.04;0;0;0;2;6;1024;818;7;811;0;t28;2021-08-21
wielkopolskie;13;0.04;0;0;0;23;12;5356;1997;17;1978;2;t30;2021-08-21
zachodniopomorskie;4;0.02;0;0;0;0;8;2070;1363;7;1355;1;t32;2021-08-21
