wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;35143;9.16;443;125;318;48626;24930;461317;107713;37453;68054;2206;t00;2021-03-25
dolnoœl¹skie;2876;9.92;34;23;11;3736;1717;34918;7879;3108;4632;139;t02;2021-03-25
kujawsko-pomorskie;1940;9.38;30;3;27;2776;1265;23507;6383;2279;3981;123;t04;2021-03-25
lubelskie;1073;5.10;29;3;26;1907;860;16260;3918;1124;2738;56;t06;2021-03-25
lubuskie;874;8.65;21;18;3;1265;640;12399;2998;957;2020;21;t08;2021-03-25
³ódzkie;1872;7.64;31;5;26;3199;1401;26827;6997;1982;4956;59;t10;2021-03-25
ma³opolskie;2826;8.28;33;25;8;3823;2022;38716;7488;2953;4323;212;t12;2021-03-25
mazowieckie;5264;9.70;53;7;46;7193;4146;78202;16070;5627;9935;508;t14;2021-03-25
opolskie;694;7.08;10;2;8;966;330;9254;2199;719;1455;25;t16;2021-03-25
podkarpackie;1716;8.07;35;6;29;2170;1501;25238;4543;1842;2649;52;t18;2021-03-25
podlaskie;529;4.50;13;2;11;1059;568;8892;1999;578;1394;27;t20;2021-03-25
pomorskie;2625;11.19;34;7;27;2843;1685;31795;7971;2739;4966;266;t22;2021-03-25
œl¹skie;5095;11.30;40;12;28;7524;3812;62260;13200;5278;7661;261;t24;2021-03-25
œwiêtokrzyskie;822;6.68;32;3;29;1241;565;11495;2813;930;1747;136;t26;2021-03-25
warmiñsko-mazurskie;1067;7.51;12;2;10;1715;1155;17458;3242;1108;2072;62;t28;2021-03-25
wielkopolskie;4141;11.83;28;7;21;5283;2249;47832;10778;4370;6294;114;t30;2021-03-25
zachodniopomorskie;1113;6.57;8;0;8;1890;832;16146;3973;1213;2676;84;t32;2021-03-25
