wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9798;2.55;115;25;90;16861;5706;298687;59956;10584;48919;453;t00;2021-10-29
dolnoœl¹skie;512;1.77;5;3;2;960;270;15548;3854;571;3260;23;t02;2021-10-29
kujawsko-pomorskie;389;1.88;8;1;7;738;205;11668;2761;429;2305;27;t04;2021-10-29
lubelskie;1649;7.84;35;5;30;2571;1270;39899;5723;1747;3910;66;t06;2021-10-29
lubuskie;168;1.66;1;0;1;339;90;5645;1342;186;1147;9;t08;2021-10-29
³ódzkie;619;2.53;6;2;4;1050;229;17375;4529;677;3818;34;t10;2021-10-29
ma³opolskie;502;1.47;2;2;0;1003;239;13308;3830;527;3279;24;t12;2021-10-29
mazowieckie;2009;3.70;18;4;14;2986;1063;68881;10730;2195;8443;92;t14;2021-10-29
opolskie;156;1.59;1;0;1;299;86;4619;1175;165;1007;3;t16;2021-10-29
podkarpackie;402;1.89;11;1;10;738;288;12363;2937;427;2495;15;t18;2021-10-29
podlaskie;694;5.90;6;0;6;1261;571;24279;2277;747;1521;9;t20;2021-10-29
pomorskie;475;2.02;0;0;0;851;227;16489;3467;503;2925;39;t22;2021-10-29
œl¹skie;622;1.38;10;1;9;1154;262;15377;5016;674;4312;30;t24;2021-10-29
œwiêtokrzyskie;194;1.58;2;0;2;257;99;3630;1449;206;1228;15;t26;2021-10-29
warmiñsko-mazurskie;347;2.44;4;2;2;741;203;15433;2428;364;2052;12;t28;2021-10-29
wielkopolskie;469;1.34;4;4;0;982;251;17610;3344;505;2822;17;t30;2021-10-29
zachodniopomorskie;480;2.83;2;0;2;915;331;16521;2628;528;2071;29;t32;2021-10-29
