wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;282;60;342;0.07;0.02;0.09;18;9;9;589;0;0;5007;383;4615;9;t00;2023-01-11
dolnoœl¹skie;24;7;31;0.08;0.02;0.11;1;0;1;29;0;0;231;34;197;0;t02;2023-01-11
kujawsko-pomorskie;12;3;15;0.06;0.01;0.07;1;0;1;22;0;0;175;15;160;0;t04;2023-01-11
lubelskie;22;4;26;0.10;0.02;0.12;1;0;1;31;0;0;470;28;442;0;t06;2023-01-11
lubuskie;10;2;12;0.10;0.02;0.12;1;1;0;20;0;0;107;12;95;0;t08;2023-01-11
³ódzkie;14;2;16;0.06;0.01;0.07;1;0;1;37;0;0;213;18;194;1;t10;2023-01-11
ma³opolskie;27;5;32;0.08;0.01;0.09;1;0;1;64;0;0;354;34;318;2;t12;2023-01-11
mazowieckie;34;9;43;0.06;0.02;0.08;5;5;0;82;0;0;805;49;756;0;t14;2023-01-11
opolskie;12;3;15;0.12;0.03;0.15;0;0;0;14;0;0;190;17;171;2;t16;2023-01-11
podkarpackie;8;0;8;0.04;0;0.04;1;1;0;12;0;0;210;9;201;0;t18;2023-01-11
podlaskie;9;2;11;0.08;0.02;0.09;0;0;0;25;0;0;169;15;154;0;t20;2023-01-11
pomorskie;12;1;13;0.05;0.00;0.06;3;2;1;33;0;0;169;13;155;1;t22;2023-01-11
œl¹skie;35;10;45;0.08;0.02;0.10;0;0;0;78;0;0;460;50;409;1;t24;2023-01-11
œwiêtokrzyskie;16;0;16;0.13;0;0.13;0;0;0;37;0;0;201;17;184;0;t26;2023-01-11
warmiñsko-mazurskie;5;3;8;0.04;0.02;0.06;0;0;0;24;0;0;362;8;353;1;t28;2023-01-11
wielkopolskie;20;5;25;0.06;0.01;0.07;3;0;3;34;0;0;288;28;260;0;t30;2023-01-11
zachodniopomorskie;11;2;13;0.06;0.01;0.08;0;0;0;47;0;0;205;15;190;0;t32;2023-01-11
