wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1224;433;1657;0.32;0.11;0.43;4;2;2;1316;0;0;3092;1702;1389;1;t00;2024-09-05
dolnoœl¹skie;66;24;90;0.23;0.08;0.31;0;0;0;35;0;0;209;92;117;0;t02;2024-09-05
kujawsko-pomorskie;118;48;166;0.57;0.23;0.80;0;0;0;139;0;0;264;169;95;0;t04;2024-09-05
lubelskie;103;47;150;0.49;0.22;0.71;1;0;1;146;0;0;221;151;69;1;t06;2024-09-05
lubuskie;26;8;34;0.26;0.08;0.34;0;0;0;17;0;0;45;34;11;0;t08;2024-09-05
³ódzkie;52;16;68;0.21;0.07;0.28;0;0;0;72;0;0;125;70;55;0;t10;2024-09-05
ma³opolskie;72;24;96;0.21;0.07;0.28;0;0;0;93;0;0;172;98;74;0;t12;2024-09-05
mazowieckie;245;77;322;0.45;0.14;0.59;0;0;0;204;0;0;730;326;404;0;t14;2024-09-05
opolskie;23;5;28;0.23;0.05;0.29;0;0;0;14;0;0;63;33;30;0;t16;2024-09-05
podkarpackie;88;30;118;0.41;0.14;0.56;0;0;0;113;0;0;177;126;51;0;t18;2024-09-05
podlaskie;77;32;109;0.65;0.27;0.93;0;0;0;120;0;0;174;110;64;0;t20;2024-09-05
pomorskie;54;19;73;0.23;0.08;0.31;0;0;0;62;0;0;142;80;62;0;t22;2024-09-05
œl¹skie;58;22;80;0.13;0.05;0.18;2;2;0;72;0;0;168;80;88;0;t24;2024-09-05
œwiêtokrzyskie;40;21;61;0.33;0.17;0.50;0;0;0;44;0;0;85;64;21;0;t26;2024-09-05
warmiñsko-mazurskie;58;16;74;0.41;0.11;0.52;0;0;0;67;0;0;127;75;52;0;t28;2024-09-05
wielkopolskie;90;24;114;0.26;0.07;0.33;0;0;0;72;0;0;177;115;62;0;t30;2024-09-05
zachodniopomorskie;45;19;64;0.27;0.11;0.38;1;0;1;45;0;0;141;65;76;0;t32;2024-09-05
