wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2086;0.54;250;68;182;6457;3424;97366;55395;2362;52666;367;t00;2021-05-19
dolnoœl¹skie;206;0.71;10;7;3;539;272;8296;4146;244;3868;34;t02;2021-05-19
kujawsko-pomorskie;86;0.42;9;0;9;319;212;3825;2634;98;2511;25;t04;2021-05-19
lubelskie;102;0.48;13;2;11;344;247;5314;2591;116;2469;6;t06;2021-05-19
lubuskie;39;0.39;7;4;3;131;53;2204;1398;46;1347;5;t08;2021-05-19
³ódzkie;146;0.60;21;3;18;578;329;7943;4067;170;3869;28;t10;2021-05-19
ma³opolskie;171;0.50;15;9;6;517;223;6755;4160;184;3944;32;t12;2021-05-19
mazowieckie;236;0.43;40;11;29;936;475;20726;8352;287;8014;51;t14;2021-05-19
opolskie;73;0.74;6;0;6;151;88;2883;1369;78;1279;12;t16;2021-05-19
podkarpackie;53;0.25;12;2;10;268;100;2508;2947;62;2882;3;t18;2021-05-19
podlaskie;68;0.58;1;0;1;180;52;2116;1253;72;1175;6;t20;2021-05-19
pomorskie;138;0.59;9;1;8;390;150;5652;3320;150;3139;31;t22;2021-05-19
œl¹skie;238;0.53;49;7;42;732;493;9868;5903;267;5594;42;t24;2021-05-19
œwiêtokrzyskie;63;0.51;22;6;16;161;83;2206;1563;72;1467;24;t26;2021-05-19
warmiñsko-mazurskie;48;0.34;4;0;4;215;110;2237;1644;51;1590;3;t28;2021-05-19
wielkopolskie;274;0.78;22;15;7;616;332;10218;4605;300;4272;33;t30;2021-05-19
zachodniopomorskie;124;0.73;10;1;9;376;192;4577;2593;143;2424;26;t32;2021-05-19
