wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15571;4.06;794;227;567;26843;9881;216020;101582;17269;82963;1350;t00;2021-12-28
dolnoœl¹skie;1348;4.65;61;41;20;1970;933;18113;7146;1495;5546;105;t02;2021-12-28
kujawsko-pomorskie;775;3.75;41;9;32;1668;435;11078;5041;820;4152;69;t04;2021-12-28
lubelskie;484;2.30;46;13;33;1323;201;7048;4557;535;4003;19;t06;2021-12-28
lubuskie;345;3.42;9;6;3;683;208;6625;2295;386;1887;22;t08;2021-12-28
³ódzkie;999;4.08;72;42;30;1680;662;13041;6772;1145;5577;50;t10;2021-12-28
ma³opolskie;1467;4.30;69;21;48;2254;886;19435;8607;1655;6841;111;t12;2021-12-28
mazowieckie;2130;3.92;96;20;76;3478;1677;33820;16334;2415;13649;270;t14;2021-12-28
opolskie;440;4.49;24;3;21;732;335;7190;2234;501;1701;32;t16;2021-12-28
podkarpackie;535;2.52;38;7;31;939;310;8513;4633;599;4012;22;t18;2021-12-28
podlaskie;257;2.18;23;1;22;592;98;3836;2287;289;1982;16;t20;2021-12-28
pomorskie;996;4.24;46;1;45;1787;747;14989;6423;1093;5194;136;t22;2021-12-28
œl¹skie;2117;4.70;88;15;73;3670;1376;26386;11832;2342;9301;189;t24;2021-12-28
œwiêtokrzyskie;369;3.00;51;17;34;628;227;5282;2385;411;1952;22;t26;2021-12-28
warmiñsko-mazurskie;524;3.69;20;4;16;1000;255;7116;3377;574;2765;38;t28;2021-12-28
wielkopolskie;1896;5.42;81;25;56;2772;973;22719;9380;2019;7186;175;t30;2021-12-28
zachodniopomorskie;776;4.58;29;2;27;1619;516;10743;4663;864;3740;59;t32;2021-12-28
