wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;22;9;31;0.01;0.00;0.01;0;0;0;118;0;0;2121;37;2084;0;t00;2023-06-20
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;6;0;0;45;1;44;0;t02;2023-06-20
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;6;0;0;56;0;56;0;t04;2023-06-20
lubelskie;2;0;2;0.01;0;0.01;0;0;0;8;0;0;304;2;302;0;t06;2023-06-20
lubuskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;19;1;18;0;t08;2023-06-20
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;10;0;0;46;1;45;0;t10;2023-06-20
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;9;0;0;100;2;98;0;t12;2023-06-20
mazowieckie;1;1;2;0.00;0.00;0.00;0;0;0;15;0;0;497;3;494;0;t14;2023-06-20
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;148;2;146;0;t16;2023-06-20
podkarpackie;0;0;0;0;0;0;0;0;0;9;0;0;77;0;77;0;t18;2023-06-20
podlaskie;1;0;1;0.01;0;0.01;0;0;0;7;0;0;86;2;84;0;t20;2023-06-20
pomorskie;1;2;3;0.00;0.01;0.01;0;0;0;6;0;0;125;3;122;0;t22;2023-06-20
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;12;0;0;125;5;120;0;t24;2023-06-20
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;46;0;46;0;t26;2023-06-20
warmiñsko-mazurskie;8;1;9;0.06;0.01;0.06;0;0;0;8;0;0;205;10;195;0;t28;2023-06-20
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;11;0;0;59;2;57;0;t30;2023-06-20
zachodniopomorskie;0;2;2;0;0.01;0.01;0;0;0;9;0;0;60;2;58;0;t32;2023-06-20
