wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;57262;14.93;271;85;186;54836;34233;1068384;178308;66691;108021;3596;t00;2022-01-27
dolnoœl¹skie;4788;16.52;21;12;9;4179;2890;99762;14292;5501;8409;382;t02;2022-01-27
kujawsko-pomorskie;2186;10.56;15;7;8;2782;1077;18506;7286;2592;4558;136;t04;2022-01-27
lubelskie;3061;14.55;9;3;6;3812;1548;65950;10099;3556;6437;106;t06;2022-01-27
lubuskie;887;8.78;6;2;4;1077;468;10159;3143;1005;2057;81;t08;2022-01-27
³ódzkie;3877;15.83;26;11;15;3769;1551;82312;12581;4715;7700;166;t10;2022-01-27
ma³opolskie;4475;13.11;13;4;9;3461;3895;44429;12132;5159;6726;247;t12;2022-01-27
mazowieckie;8262;15.22;32;19;13;7375;6161;213625;29209;9493;18994;722;t14;2022-01-27
opolskie;1632;16.64;6;0;6;1423;681;32346;4491;1951;2460;80;t16;2022-01-27
podkarpackie;2552;12.00;33;4;29;2738;2179;67210;7915;2949;4909;57;t18;2022-01-27
podlaskie;1207;10.26;6;0;6;1581;595;22718;4216;1448;2718;50;t20;2022-01-27
pomorskie;4211;17.94;33;2;31;3982;2209;99424;11936;4884;6676;376;t22;2022-01-27
œl¹skie;9916;22.00;22;3;19;7732;5401;177102;26485;11547;14333;605;t24;2022-01-27
œwiêtokrzyskie;1040;8.45;9;3;6;1233;700;9801;3343;1176;2089;78;t26;2022-01-27
warmiñsko-mazurskie;1756;12.36;9;3;6;1994;1186;29708;6563;2104;4379;80;t28;2022-01-27
wielkopolskie;4935;14.10;28;12;16;4644;2447;41663;14348;5726;8370;252;t30;2022-01-27
zachodniopomorskie;2220;13.11;3;0;3;2992;1162;53494;7881;2608;5110;163;t32;2022-01-27
