wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;26182;6.83;378;96;282;41143;25484;744912;105167;28047;75702;1418;t00;2021-11-26
dolnoœl¹skie;1870;6.45;15;9;6;2871;1703;52823;6858;2001;4707;150;t02;2021-11-26
kujawsko-pomorskie;1363;6.59;29;4;25;2377;1416;41438;5649;1421;4147;81;t04;2021-11-26
lubelskie;1209;5.75;38;9;29;2300;1978;35161;5637;1302;4275;60;t06;2021-11-26
lubuskie;768;7.60;13;2;11;1168;642;21336;2798;830;1932;36;t08;2021-11-26
³ódzkie;1600;6.53;33;9;24;2498;1478;41625;7392;1754;5564;74;t10;2021-11-26
ma³opolskie;2143;6.28;30;23;7;3328;1535;57203;8135;2321;5708;106;t12;2021-11-26
mazowieckie;4730;8.71;67;10;57;5950;5142;138858;18019;5084;12656;279;t14;2021-11-26
opolskie;727;7.41;8;0;8;1143;711;22378;2591;767;1789;35;t16;2021-11-26
podkarpackie;1022;4.81;37;7;30;1633;1117;28843;4752;1117;3598;37;t18;2021-11-26
podlaskie;639;5.43;17;1;16;1282;966;19066;2629;689;1915;25;t20;2021-11-26
pomorskie;1397;5.95;7;1;6;2377;1320;49788;6062;1472;4544;46;t22;2021-11-26
œl¹skie;3159;7.01;31;9;22;5279;2465;79108;11719;3358;8199;162;t24;2021-11-26
œwiêtokrzyskie;646;5.25;13;1;12;995;544;14012;2442;699;1709;34;t26;2021-11-26
warmiñsko-mazurskie;977;6.88;11;3;8;1629;986;28388;3938;1044;2860;34;t28;2021-11-26
wielkopolskie;2302;6.58;14;4;10;3870;1937;79670;8487;2398;5942;147;t30;2021-11-26
zachodniopomorskie;1416;8.36;15;4;11;2404;1453;35110;5366;1546;3725;95;t32;2021-11-26
