wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2167;0.56;55;21;34;786;5466;107596;48958;2431;46212;315;t00;2021-05-15
dolnoœl¹skie;236;0.81;4;2;2;28;543;9119;3034;287;2730;17;t02;2021-05-15
kujawsko-pomorskie;108;0.52;1;0;1;62;277;4471;1895;115;1765;15;t04;2021-05-15
lubelskie;132;0.63;3;1;2;33;257;5819;2272;137;2125;10;t06;2021-05-15
lubuskie;58;0.57;0;0;0;12;150;2628;1187;64;1118;5;t08;2021-05-15
³ódzkie;161;0.66;4;0;4;89;476;8468;3111;177;2902;32;t10;2021-05-15
ma³opolskie;147;0.43;0;0;0;124;381;7733;4551;171;4358;22;t12;2021-05-15
mazowieckie;270;0.50;8;5;3;124;678;22013;7376;301;7015;60;t14;2021-05-15
opolskie;67;0.68;0;0;0;13;190;3399;1333;74;1251;8;t16;2021-05-15
podkarpackie;65;0.31;5;0;5;103;108;2792;2133;78;2049;6;t18;2021-05-15
podlaskie;60;0.51;5;0;5;0;114;1953;1087;61;1015;11;t20;2021-05-15
pomorskie;158;0.67;2;0;2;20;297;6322;3534;181;3322;31;t22;2021-05-15
œl¹skie;270;0.60;2;0;2;23;759;11370;4617;298;4286;33;t24;2021-05-15
œwiêtokrzyskie;40;0.33;7;6;1;8;144;2349;1291;49;1232;10;t26;2021-05-15
warmiñsko-mazurskie;31;0.22;0;0;0;2;141;2498;1229;33;1191;5;t28;2021-05-15
wielkopolskie;255;0.73;8;7;1;70;644;11603;3668;284;3365;19;t30;2021-05-15
zachodniopomorskie;73;0.43;6;0;6;75;277;5008;1890;84;1789;17;t32;2021-05-15
