wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;312;0.08;13;4;9;1147;983;60495;44710;388;44188;134;t00;2021-06-05
dolnoœl¹skie;22;0.08;0;0;0;59;91;4407;2847;26;2810;11;t02;2021-06-05
kujawsko-pomorskie;12;0.06;0;0;0;35;40;1754;1728;13;1708;7;t04;2021-06-05
lubelskie;15;0.07;1;0;1;54;54;2397;1786;18;1761;7;t06;2021-06-05
lubuskie;3;0.03;0;0;0;15;12;1419;860;5;853;2;t08;2021-06-05
³ódzkie;23;0.09;0;0;0;145;79;4716;2857;29;2810;18;t10;2021-06-05
ma³opolskie;28;0.08;4;3;1;69;68;3575;4433;34;4387;12;t12;2021-06-05
mazowieckie;36;0.07;0;0;0;129;121;19245;7036;52;6970;14;t14;2021-06-05
opolskie;19;0.19;0;0;0;13;35;1512;1011;22;984;5;t16;2021-06-05
podkarpackie;10;0.05;1;0;1;360;27;1742;2192;13;2176;3;t18;2021-06-05
podlaskie;5;0.04;0;0;0;10;34;1001;912;6;903;3;t20;2021-06-05
pomorskie;11;0.05;0;0;0;38;56;3518;2973;13;2946;14;t22;2021-06-05
œl¹skie;50;0.11;0;0;0;52;134;4603;4746;58;4678;10;t24;2021-06-05
œwiêtokrzyskie;4;0.03;0;0;0;20;38;1013;1207;11;1191;5;t26;2021-06-05
warmiñsko-mazurskie;11;0.08;0;0;0;13;24;1097;1021;14;1003;4;t28;2021-06-05
wielkopolskie;42;0.12;6;1;5;48;104;5899;3203;49;3147;7;t30;2021-06-05
zachodniopomorskie;14;0.08;1;0;1;83;63;2585;1834;18;1807;9;t32;2021-06-05
