wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;572;0.15;91;30;61;4138;1164;64168;55146;839;54100;207;t00;2021-06-02
dolnoœl¹skie;66;0.23;7;4;3;340;99;4893;4171;103;4052;16;t02;2021-06-02
kujawsko-pomorskie;28;0.14;1;0;1;191;55;2057;2349;38;2297;14;t04;2021-06-02
lubelskie;42;0.20;15;0;15;220;87;2864;2428;51;2363;14;t06;2021-06-02
lubuskie;10;0.10;4;4;0;106;24;1564;1338;12;1323;3;t08;2021-06-02
³ódzkie;42;0.17;12;7;5;421;104;4882;3887;90;3784;13;t10;2021-06-02
ma³opolskie;45;0.13;8;4;4;314;75;3898;4148;52;4081;15;t12;2021-06-02
mazowieckie;58;0.11;3;2;1;541;168;18657;8628;132;8460;36;t14;2021-06-02
opolskie;31;0.32;3;0;3;87;36;1627;1162;37;1118;7;t16;2021-06-02
podkarpackie;16;0.08;5;1;4;279;32;1806;2491;20;2465;6;t18;2021-06-02
podlaskie;19;0.16;1;0;1;81;35;1167;1069;21;1043;5;t20;2021-06-02
pomorskie;23;0.10;3;0;3;228;38;3733;3712;26;3671;15;t22;2021-06-02
œl¹skie;69;0.15;14;4;10;492;153;5440;6184;88;6070;26;t24;2021-06-02
œwiêtokrzyskie;12;0.10;4;2;2;90;29;1146;1434;15;1414;5;t26;2021-06-02
warmiñsko-mazurskie;11;0.08;1;0;1;126;42;1274;1472;25;1441;6;t28;2021-06-02
wielkopolskie;62;0.18;3;1;2;402;122;6384;3933;79;3839;15;t30;2021-06-02
zachodniopomorskie;32;0.19;7;1;6;214;62;2765;2408;44;2356;8;t32;2021-06-02
